,r,K,SSR
0,0.586795252059348,99.99999999999994,262.6242924941784
1,0.5845238175474731,99.99999999999999,327.9692631838676
2,0.5792347214761691,99.70032156238022,315.31286562960213
3,0.627127738503527,86.07335124855277,189.7465857293187
4,0.5896874274019752,94.37119772670546,173.35701367728248
5,0.5960195934017363,99.99999999999999,97.51433465970858
6,0.6109549292330941,99.99999999999999,153.93408706360242
7,0.6802680351761097,86.65294948852332,304.48809369896185
8,0.603958696108531,99.25515822908167,150.46992515305723
9,0.6019058429206261,99.99999999999977,222.43601128144007
10,0.6059159761369164,91.31267250459979,139.91552534972564
11,0.6355273826190498,97.25921242963088,293.1329376722743
12,0.599085747489516,99.99999999999999,279.21540230308665
13,0.614253340122192,99.99999999999999,149.3323426831283
14,0.6128088706362917,91.16648783781207,172.9606693599396
15,0.5873816974685631,99.9999999999999,251.3260600013645
16,0.5884640107297866,99.99999999999982,266.47134949591566
17,0.6479505788900483,86.98520623499093,207.3447692174263
18,0.599866513285379,97.67784063193635,239.6393707159058
19,0.5848012020200181,99.99999999999999,205.32477177125133
20,0.5929879581812437,99.99999999999997,110.09732074391643
21,0.6214754610060591,91.29910797192416,171.7989529906676
22,0.6090083776263876,99.99999999999955,213.6316542414355
23,0.5787308298466046,99.99999999992201,274.33806519765125
24,0.6049674407106785,99.99999999999999,157.8227181292221
25,0.6010049853191392,99.92690962164654,338.81815755186113
26,0.6107215382352917,91.33759602962668,130.83943032783424
27,0.5907622283169064,90.98409093144959,183.04642495578605
28,0.6449609982035291,86.03544616959854,385.2982510260348
29,0.6207788098173392,90.71807413081599,274.36452744463736
30,0.5667252298463028,92.26815026721583,99.75656601461768
31,0.5906923221471355,95.96232925123805,441.20143679305136
32,0.6290048864731713,94.30656408902132,161.26275767602414
33,0.60637680334396,98.75051489708679,188.24437158969988
34,0.5929203132831937,99.99999999999999,193.09202259778456
35,0.6282777262907674,95.86632581637748,255.6820758411599
36,0.6385009887589795,89.24309250460566,347.4157484929009
37,0.639028275701995,88.93730964228557,316.3108315015957
38,0.6044181221050684,99.99999999999977,326.50912724359983
39,0.6391783324933032,83.95374061679357,82.71756429884735
40,0.5715030979378397,99.99999999999999,220.63477250398495
41,0.6006423336175939,93.63506169165176,151.96269835183753
42,0.6126177521994968,99.99999999999999,252.48137376196274
43,0.6063998422972509,99.99999999999999,129.36232972835137
44,0.5674465470143247,97.97791237551085,190.50902713687583
45,0.605687254294316,86.08678610149809,250.7333738961689
46,0.6033109582659615,99.99999999999999,491.69270526534257
47,0.6565467199496641,89.33820406423186,232.46617393765328
48,0.604062639425839,99.99999999999999,371.48643125885474
49,0.6265315732316565,86.17725566676036,145.34438356070248
50,0.6202761528887664,96.27650231035187,140.21978506787403
51,0.6009121558722168,96.62020144097967,374.86479061327395
52,0.6188973022601189,98.79630685426918,127.34306528687856
53,0.6498368851488319,84.77447161034144,653.6903812326285
54,0.6198784100630562,91.03693348127833,317.98214599512687
55,0.6037459286373159,99.99999999999996,420.3156234100254
56,0.6262428571672574,86.3997045887655,158.21432814568337
57,0.6043033690071429,99.99999999999999,338.9421590747975
58,0.5751437102548229,99.77425096733694,156.4202934529108
59,0.5981145984436509,98.82442840249549,296.14277739183603
60,0.5638650970115421,99.99999999999999,192.43297497102645
61,0.6275167888849145,99.7207072151003,71.0800493351204
