,r,K,v,r1,d_A,beta,alpha,SSR
0,0.7886251784645991,98.49337405893252,0.8757313799381046,0.5219166392385161,0.17043644466028707,4.633437839858191e-12,0.8167345251902671,205.62250151312108
1,0.7668292665203443,99.8820355123767,0.8956070090155754,1.99996094195523,0.8190170668610361,0.1344849081377593,0.7284145445204525,226.6668423060221
2,0.6996559823665527,100.0,1.134541510807172,1.0102989911365718,0.09531142095804407,8.973054070181836e-12,0.8453549925824307,224.83105102690988
3,0.7166287197553831,99.63346881680076,1.04925167292539,1.9999992877505888,0.9410697547658522,0.087015355574534,0.6959597120194241,76.83391756327354
4,0.7171627477867026,99.99999999999908,1.0222514502411804,0.25318524322997166,0.1151227352706479,1.0462857923703187e-06,0.9268582919012813,223.78146323429593
5,0.7061172696532456,100.0,1.04759338791027,0.08363833258181187,3.9999999999999996,2.8870176165100207e-16,0.8562031007817585,181.3731739911485
6,0.7013770778723044,100.0,1.0248599995849876,1.9999999882155637,1.3600241373981716,0.0170081078556371,0.6341461639888727,209.208143722952
7,0.6802636968153682,98.76099878973947,1.1477643714503551,0.36375817250943,3.9999999999999996,8.326105180224075e-14,0.7164899333526367,165.128838783371
8,0.7863317389233548,99.99999999999908,0.8857173972098216,0.9326702292452704,3.9999999999940083,0.03234827199955468,0.6946403763595637,207.17753732430307
9,0.7280389919421171,100.0,0.9962978912918145,1.9999999995565616,3.999999999729771,0.02339298892752537,0.615548512285113,288.2588140798446
10,0.6616441457610373,96.23475725700328,1.361251554163365,0.1901871919754176,3.9999999999999996,2.6771266801913343e-15,0.7855623504897267,172.48196522435927
11,0.7005517591456456,100.0,1.1339951571397615,1.999999408337667,1.001980448512836,0.10363569312509188,0.6890973547604037,127.0138005544955
12,0.704571923774756,100.0,1.066990484108319,1.5186820579536875,1.464572287046855,0.03219801292933359,0.6513581845965849,225.18355444767116
13,0.7337287142297981,99.99999999999991,0.9922416328024216,1.9999999999999922,1.7963346993443627,0.02557622216578242,0.6313906666986059,147.01002978176692
14,0.7081368428219211,97.86756722478628,1.1265157896338065,1.9999983157118286,1.2691446803665285,0.17192866481579097,0.7136135715240394,500.04430460656147
15,0.7937637624637907,100.0,0.8554518910259764,1.9999998356183128,0.7567771497654092,0.05100963218839814,0.6892299362185015,83.58615037461183
16,0.7189472127146808,100.0,1.0439639479123135,0.5372012700679144,0.2080129106421755,1.207150621671076e-13,0.7835406302689348,116.56048809721875
17,0.766315047377618,100.0,0.9284774289977882,1.9261825047270777,0.644811979141922,0.0858063047677132,0.7270391333848091,164.3562124739991
18,0.6931960378139007,99.0907215780588,1.127256169168889,0.4316703665128054,0.32788696404311674,0.05491853284827682,0.8423545616928173,74.06169278419569
19,0.7760312788195014,100.0,0.8742337403607057,1.8323557097134882,0.08496759949061057,2.922484415269508e-22,0.8481554051675092,139.09760757558385
20,0.6916392393456199,100.0,1.107036156235438,0.3167171873421271,0.9859715528054023,1.262488210725166e-09,0.7428516264338784,139.1986518241324
21,0.6992526741345485,99.1026856844008,1.092385184013258,0.11747062790512493,0.39665798069963254,2.840828756460387e-07,0.8892395192186072,248.0788013395086
22,0.6587879880292731,98.87661998842292,1.2570364812037678,0.4263170195479997,3.9999733132634083,0.0016314460074507917,0.6961590176151862,141.86395326061603
23,0.7091552754200195,100.0,1.0789937003699168,1.999999885685912,1.2393684077661902,0.055632863198405665,0.6530115722042007,295.5728154408657
24,0.6637995851575941,100.0,1.1977643652979255,0.8664864890760342,0.5028538376770326,0.08964997403301152,0.7867186830106239,113.78254701280352
25,0.6575640049961121,100.0,1.28874601588171,0.5370791516352018,3.9999999987969748,0.01821128687063981,0.6916089952054563,143.80140584782956
26,0.7265985868410695,97.3832801165599,1.069226989798771,1.9999999999621607,3.99999999510599,0.07455877092034444,0.6393423021611364,162.04757657480656
27,0.7328452677634901,100.0,0.998264121124414,1.9999999962188488,1.0483061261594642,0.07429031877231725,0.6736146280281213,191.6945211027634
