,r,K,v,alpha,d_A,beta,SSR
0,0.4720442146773021,98.22257905907536,2.415577567320545,0.9999999999999999,3.9999999999999996,1.3836534449510059e-21,3830.8188941945073
1,0.4645003880998737,96.40333802478362,2.928977053917412,0.9999999999999994,3.9999999999996847,4.298906313000493e-18,5766.5179219842585
2,0.4721019131106106,100.0,2.425886361627502,0.9999999999999999,3.9999999999999996,2.1554848824021816e-19,2694.637993758795
3,0.4570839983349986,95.2797749361524,3.685668248375325,0.9826170363815084,3.9999999937790283,0.00048372603877070076,2122.5777589131703
4,0.4656875795856864,99.42996866711142,2.508053987048803,0.9999999999966325,3.2295420344310517,1.7620931437476427e-12,2226.5734731934162
5,0.4683429814298771,100.0,2.5585847665560677,0.9999999999999997,3.9999999999999925,4.535479266831973e-16,4275.03272957117
6,0.4758505858685691,100.0,2.276333127748173,0.9999999999999999,3.9999999999999996,7.13645226718723e-24,2841.9774154307215
7,0.4631011665228831,100.0,2.675939694325587,0.9999999999999963,1.3652993879651558,3.7757348806968834e-20,5834.551282998241
8,0.4620525854794178,92.0258595175584,3.776682514416609,0.9999999999999656,3.9999999999998317,1.0260327713038697e-13,3616.1344373680104
9,0.4689215560667329,95.96483684797154,2.852907688513959,0.9999999999999999,3.9999999999999996,0.006856398428929091,3973.7920810376086
10,0.4761389831540397,100.0,2.258309521662896,0.9983813878020827,3.999999940644948,4.6218690650749634e-12,3253.2492917168875
11,0.4624388829277491,100.0,2.732722204586215,0.9999999999999993,3.059267941003007,3.355483139714824e-17,2004.4472165245802
12,0.4613467843859296,99.694177209216,2.818405287741367,0.999999999999952,3.9999999999998224,0.00051679544040149,1781.930424903816
13,0.4692421474579364,95.9920107038811,2.615806843615404,0.9999999999999999,3.9999999999999996,4.050121686745262e-20,2947.1551132625336
14,0.4712828504124954,94.37391314900854,2.9159167285323857,0.9999999999999999,3.9999999999999996,4.023736079233241e-21,2904.0741302590495
15,0.4728286277839466,99.95872381724942,2.3127634509113038,0.992204303084613,3.999999999967758,3.656547263087185e-15,5609.027418017038
16,0.4666974450691317,92.62681920922488,3.2273135049112,0.9999999999999999,3.9999999999999996,7.61641291240797e-23,2657.781926900079
17,0.4832690550122809,99.99999999999996,2.092459095930765,0.9999999999992313,1.8960813028478587,7.804800678756594e-15,3926.0252960647767
18,0.4635744823251297,94.64706433937194,3.682541343567079,0.9999999999999848,3.9999999999794795,0.013481834872834978,1532.3620834320393
19,0.4739528448319998,100.0,2.466823409784886,0.9999999999999999,3.9999999999999996,0.010967223265642768,3841.4206672758132
20,0.4697541053064941,98.27768773697564,2.7392548498646665,0.999999999999937,3.9999999996231472,5.554619721169566e-16,5441.0744929342745
21,0.4561409223263801,97.09116194679444,3.4503634062321327,0.9999999999999999,3.9999999999999996,1.2290397367535636e-22,4689.763283413814
22,0.4768053147307802,98.56843558103172,2.5024373901045065,0.9999999999999999,3.9999999999999996,9.362137609419571e-21,2343.5201129662823
23,0.473098382958961,98.19717713515772,2.772407330845916,0.9999999999999999,3.9999999999999996,2.799795713854436e-18,3796.8362336604455
24,0.4625193636940961,99.99999999999744,3.00299822791604,0.9999999999997878,3.9999999999995026,0.002061055800441347,3295.899983505299
25,0.4578454869654081,98.19630160594878,2.799131801648848,0.9999999999999648,3.999999999872494,2.2257209192684196e-13,4038.0387566696745
26,0.4722252112551617,99.61142004506976,2.6996003385990277,0.9999999999999999,3.9999999999999996,1.1746703829366749e-21,7753.337264385185
27,0.4737897740374069,100.0,2.303144138939212,0.9999999999935494,3.99999999999783,0.0006402940812919327,2474.815931279644
28,0.4789747397714633,100.0,2.2822414641150437,0.9999999999998708,3.999999999988671,0.002323615410637747,1384.4359227407679
29,0.4639374415250288,99.99999999999996,2.887908334943611,0.9999999999998744,3.9999999999948637,0.012306319965484896,2707.872353226198
30,0.4654701027807116,98.08179946267649,2.6485956155651595,0.9999999999936101,3.999999999901734,0.00638243684938124,4117.961790778043
31,0.4645808693706165,97.734569422554,2.9146581434758727,0.9910693023346332,3.9999999997612186,0.005686489058721044,2677.8272138852944
32,0.4660739101024871,96.48181819287302,2.71840633971038,0.9999999999999999,3.9999999999999996,2.7645402938704487e-19,4171.714380259157
33,0.4759832673796938,100.0,2.5374376267223417,0.9999999999999998,3.9999999999999996,6.39276730767057e-18,4296.350818651852
34,0.4759269648537797,98.4793764745931,2.510255742210668,0.9999999999999835,1.4954970610556653,3.0460309873054343e-16,1235.7885686010331
35,0.4787834411830204,98.9629897580012,2.279871738248205,0.9999999999999969,3.999999999999984,3.739588934365823e-16,4072.7521198737486
