,r,SSR
0,1.0654472710522405,105.96572947373859
1,1.0356705554167513,159.37701097229385
2,1.0532388230383025,224.4020354120927
3,1.070279197029231,236.4505114364313
4,1.07963160967174,130.17578110718773
5,1.0689108155707696,71.55386443791495
6,1.0653673279220641,125.11585956378558
7,1.0743511558308172,153.48668998865776
8,1.066442585839498,177.9033582523054
9,1.0697524558241311,168.41124934099696
10,1.075970474266357,79.89857084716583
11,1.089161085681709,78.88541423353598
12,1.0852722608634442,116.19547341226904
13,1.0676108796214576,367.40860903847886
14,1.0621639025662346,106.53158423874838
15,1.056398255629672,45.49580200707188
16,1.0793083401982502,369.6453991742175
17,1.0790724354756107,172.58936105545388
18,1.0801631721716165,220.59868130639012
19,1.058921389322569,165.67197716956943
20,1.0655553787304226,144.0310765772303
21,1.0416804211218689,303.55600627821633
22,1.0570929446889683,226.95854288620944
23,1.0657738607434095,141.58775580906396
24,1.0492024520342067,81.34403675634876
25,1.0845797680990241,331.6342052300982
26,1.0801728014266996,30.345031149168992
27,1.0867297827583398,103.3547705448528
28,1.0731432420404923,108.73111250049415
29,1.047644445035437,221.39077919032434
30,1.0758526069770327,155.21324256351213
31,1.0558380366582012,331.55995613001545
32,1.0502217129095237,359.44669656604265
33,1.0387894112701896,74.1471301785962
34,1.0491319856811603,136.56927113649604
35,1.080546051242163,71.65489190572447
36,1.09147435869078,351.12449458199103
37,1.0517795090649649,162.97580549172463
38,1.0895474038717134,254.7565402085327
39,1.0759201560442964,248.73029099758344
40,1.0659825874364277,462.05868162424866
41,1.0801189451711664,174.60173785837685
42,1.0997019782648894,87.88716066671199
43,1.084171633875746,26.06725043746909
44,1.0481435664219796,236.56044984222405
45,1.0628922306986064,248.19039858816336
46,1.0587211406910244,169.6478889062399
47,1.054694811187391,212.00567205535893
48,1.0948804041191977,230.8416105265233
49,1.1007539824205341,327.19336780027044
50,1.0319255373656704,230.92794361190494
51,1.05905091607206,279.0919696486626
52,1.0772806192877276,166.4678082671381
53,1.0874361812457862,166.15480238408855
54,1.064523658582729,109.51770476760507
55,1.082455763235253,185.29950362675
56,1.0617990110271613,90.81828323702602
57,1.0902438283285942,22.174324929828607
58,1.0925425432644065,221.14895199104416
59,1.0876619585882912,124.19803909915969
60,1.042674932355354,95.07661020874129
61,1.083010914563826,159.74907409551054
62,1.0756853635264894,104.59683733132456
63,1.0790915357770618,174.7727034233323
64,1.058441404011841,306.512029839156
65,1.082363045214691,211.10264803831458
66,1.0798567966621861,192.3093289244635
67,1.0442493835151232,210.10193931827666
68,1.0700322735727574,165.73554117126312
69,1.0738141490081479,213.6881464331954
70,1.070602523076419,62.162808021760654
71,1.034539152713683,179.26450680846392
72,1.0544327727180272,42.68402598495952
73,1.1086903566548802,133.7018778067995
74,1.061139213561895,88.29971858653265
75,1.0711896069331894,239.5573347685674
76,1.0569789241772887,69.04578044982647
77,1.0798562176570912,197.35481758386697
78,1.0739433252440025,184.9954549419163
79,1.0416578590429275,74.79478169081423
80,1.0324024624918435,74.81194674873018
81,1.0699196228531254,140.54615895367243
82,1.071800878457339,234.92731992427923
83,1.0626633725143464,430.1713628967828
84,1.0846089695012036,292.6745389074883
85,1.056298973070022,250.1732712688307
86,1.0940050032391606,270.87294753626793
87,1.070270646286355,93.885106794645
88,1.0519464611690368,35.179889890470655
89,1.07818306158265,310.1002885753557
90,1.073869979186196,108.05645369864274
91,1.0578889754161702,139.03185727614155
92,1.055619283231434,65.33759538296391
93,1.06133914051649,159.31049215630128
94,1.0910047212509442,133.6463888771371
95,1.0778458692457968,112.2439688754049
96,1.077343854196137,233.22109111120648
97,1.0647978406743526,131.30015072040092
98,1.0700039531829793,113.13391639222326
99,1.0594465348910767,96.29875557419568
100,1.0877442549824812,153.60241301765504
101,1.0540122267025747,153.23891068222736
102,1.0471804907120352,255.5219802736511
103,1.1014783053782256,238.02778230823355
104,1.0460763009023517,190.3417738298848
105,1.0810904285213634,346.2548810098141
106,1.0835637715894322,89.45402599937938
107,1.079613168930674,172.6166642966549
108,1.0555265036385864,79.79289574124492
109,1.0748987324498431,451.6174439775987
110,1.070305917073018,309.8260992629573
111,1.0876339549223215,140.38092384001882
112,1.0591392968277427,79.54161298170399
113,1.0618132253394978,277.7654908157119
114,1.0878320127752497,65.52572541349322
115,1.055652786817991,234.156270176356
116,1.0825359416354685,144.35786532326455
117,1.0741966813510881,220.3075002224701
118,1.0383009306667688,214.8958624910917
119,1.0697239686852298,149.68675736858955
120,1.0762311053114308,178.11551453267532
121,1.1078454860193219,108.67654280040333
122,1.0883514592311834,187.70548355532588
123,1.0714987932279005,178.5136977209118
124,1.0898579835472186,217.32405493579583
125,1.0531123468154358,241.10870890747452
126,1.0754555319241172,379.76137185307135
127,1.0725939517517684,385.9281477207253
128,1.0563343670209755,73.42910173276145
129,1.063236834089225,101.27461623230177
130,1.051486884445723,156.25396496805786
131,1.0566163534910764,112.25975280372182
132,1.0972511617014369,242.88596340388585
133,1.0447501149658591,94.57595039271312
134,1.044488498846617,81.00401351484406
135,1.0436359966099968,140.90831145929542
136,1.08146218819291,213.4413439626429
137,1.0771708417767174,112.56075208529357
138,1.078494954092654,270.0521716001366
139,1.0514542850905755,210.23734110399292
140,1.0573742352747377,69.19799127827078
141,1.042337725206126,260.7024632685156
142,1.0843615934765147,280.4768986691414
143,1.0669835462895068,408.6014130033741
144,1.086749572623862,45.09928819840969
145,1.057949558642299,139.07247171216792
146,1.0576188736329566,190.05781359699432
147,1.072027810800814,160.62998847012167
148,1.0717204551012944,113.75887440216734
149,1.078352467954489,126.52419336537481
150,1.0795250638436764,146.11659494181114
