,r,SSR
0,0.3694194980094577,1970.3439670016594
1,0.3565670993130558,2956.3530022805376
2,0.3809673347026037,1970.0182729911057
3,0.37060580459005055,1981.788099804729
4,0.37314588986202385,4784.878858364674
5,0.34125654792006627,3256.547411791098
6,0.3737623040307961,3227.1715531258524
7,0.37680874528075603,7029.0662026551845
8,0.3660510658805221,3186.60301457716
9,0.3810988639970611,5641.584855999113
10,0.35022662451613645,3603.6554783685247
11,0.35745359752211503,3968.183549088306
12,0.3718681984279102,3945.184690849901
13,0.36121979521811676,10471.280823088373
14,0.33824772009572823,1593.3046853492647
15,0.3843579229160272,5608.471555666616
16,0.36986684443765167,5170.28992761557
17,0.35175533007491655,1103.59009134367
18,0.31672383503830653,3772.026066038173
19,0.39931182360334444,8586.028628729031
20,0.3492475481674718,3784.011884733986
21,0.3487162704874752,6588.027912029423
22,0.3896643274851156,3913.7708670383695
23,0.36454891480833607,4720.130295137647
24,0.3856593971337606,3560.2775222941814
25,0.3278047014469143,4601.199672518889
26,0.38052921169426973,3863.4553360779323
27,0.35596820232118576,2724.7867777657143
28,0.3692622414967141,6196.816586187618
29,0.39279621950733157,3709.514120383182
30,0.39188953915634667,3631.042540598722
31,0.3477764920259014,4737.119426259803
32,0.33589115237947764,4474.826376094328
33,0.32315578205735135,5542.367422465253
34,0.35919602101192555,3288.109479101389
35,0.3529013146884532,2654.8448658533766
36,0.3447929015024462,2670.651456189856
37,0.3533824046277515,5960.434122974623
38,0.37810951621241273,5100.713671307229
39,0.3631970751335298,3226.1850445838227
40,0.3797241022245392,4157.480687928046
41,0.381144142688234,4866.660272760915
42,0.38682546951668967,2309.112858710835
43,0.34006917343564674,9985.754373714684
44,0.3889793468214287,4753.021347858623
45,0.33983445686512087,4175.220138469915
46,0.35561531540922237,5715.202308847794
47,0.368558681408751,2195.0656856340934
48,0.3785893128596002,3487.52140699964
49,0.35438921086093017,8824.573328301776
50,0.36776958631768675,8581.52580700259
51,0.35972809966929953,6660.747725824415
52,0.36917138171385805,9423.809950378343
53,0.37192540177573996,3551.170144469103
54,0.4016611955093662,2001.1624972057177
55,0.36861765038019717,3740.6862518012376
56,0.3613728352732299,3962.9765787540664
57,0.35961819502371284,2857.7818235675163
58,0.37448695455423947,3079.4010952005888
59,0.35771039118899856,2828.676644641655
60,0.3822091410690603,5203.869472849748
61,0.3752433225035787,1629.4084893458362
62,0.39509611357269525,2139.748189309935
63,0.36814707236357,4708.6754968128425
64,0.38284650036507134,2931.9441080991996
65,0.3883459299139643,2143.0913586361676
66,0.3801458323380932,7562.810063178097
67,0.3643903573547626,4071.6154643289105
68,0.37804230187033905,3656.035559165228
69,0.356635116773919,5506.416308325482
70,0.37531624759718935,2695.8655333147926
71,0.36932952086019133,5993.654968724014
72,0.36435249295152555,10508.73293953097
73,0.3880426774356547,2042.3461771852028
74,0.36059418914565294,2034.5162977877249
75,0.3607207061725169,12333.254694964677
76,0.36130335180883644,8504.130808491082
77,0.38382474529725297,4811.324870584775
78,0.35349843985245666,2019.6840914589206
79,0.3739676173227089,3708.880541373309
80,0.36606919140427613,5151.371098395476
81,0.37190773045552417,6872.80719910458
82,0.3606692322817206,7664.619137897805
83,0.33899110357478457,3766.553310825035
84,0.3535460011589222,4671.093199473997
85,0.33234882980642105,3900.0349818436052
86,0.33360830597096086,3111.4495192300374
87,0.33046589868289744,5972.598714683403
88,0.37707946218383737,6194.204756466084
89,0.34561243470484,5676.322818706872
90,0.3679912466812288,2927.415839452125
91,0.36319450116679175,1811.908623273024
92,0.35807736636295,564.3066808825014
93,0.36370150391853373,7860.402961906269
94,0.38356915948309567,8606.075158908483
95,0.38897397452951893,6997.457687907472
96,0.3685556336354899,12265.439261536736
97,0.3639762177349035,7976.40764160806
98,0.36781934291429785,5973.904595048728
99,0.3229399819674073,3167.9101199190354
100,0.3618220906756474,5631.83577938938
101,0.3715775494443096,1967.7862448996875
102,0.3553415349800684,12315.064635704068
103,0.3767099145804627,7610.8174476355625
104,0.3122390510621621,3852.3515490290965
105,0.3814677539935515,10700.791312884965
106,0.34876370041547095,1252.1423982557337
107,0.3759054832985252,7491.035707459847
108,0.3888688251413935,3628.4240977287127
