,Confluence,Date,DrugDose,InitialCellNumber,ReplicateId,SeedingDensity,Time,WellId,CollectionFrequency,TimeInDays,CellLine
346,69.62723,5/20/2019 4:25:00 PM,50,75000,1,highDensity,216.733333333333,D6,3,9,A2780s
347,32.678785,5/20/2019 4:25:00 PM,100,75000,1,highDensity,216.733333333333,D7,3,9,A2780s
348,99.99999,5/20/2019 4:25:00 PM,0,75000,2,highDensity,216.733333333333,E2,3,9,A2780s
349,99.99002,5/20/2019 4:25:00 PM,1,75000,2,highDensity,216.733333333333,E3,3,9,A2780s
350,99.9982,5/20/2019 4:25:00 PM,10,75000,2,highDensity,216.733333333333,E4,3,9,A2780s
351,97.64516,5/20/2019 4:25:00 PM,25,75000,2,highDensity,216.733333333333,E5,3,9,A2780s
352,59.60835,5/20/2019 4:25:00 PM,50,75000,2,highDensity,216.733333333333,E6,3,9,A2780s
353,32.352765000000005,5/20/2019 4:25:00 PM,100,75000,2,highDensity,216.733333333333,E7,3,9,A2780s
354,99.55293499999999,5/20/2019 4:25:00 PM,0,75000,3,highDensity,216.733333333333,F2,3,9,A2780s
355,98.87278,5/20/2019 4:25:00 PM,1,75000,3,highDensity,216.733333333333,F3,3,9,A2780s
356,99.71280999999999,5/20/2019 4:25:00 PM,10,75000,3,highDensity,216.733333333333,F4,3,9,A2780s
357,95.41883999999999,5/20/2019 4:25:00 PM,25,75000,3,highDensity,216.733333333333,F5,3,9,A2780s
358,68.861355,5/20/2019 4:25:00 PM,50,75000,3,highDensity,216.733333333333,F6,3,9,A2780s
359,65.685325,5/20/2019 4:25:00 PM,100,75000,3,highDensity,216.733333333333,F7,3,9,A2780s
0,2.3407455,5/9/2019 12:42:00 PM,0,1000,1,lowDensity,0.0,A2,1,0,TOV112d
1,2.3820855,5/9/2019 12:42:00 PM,1,1000,1,lowDensity,0.0,A3,1,0,TOV112d
2,3.8497445,5/9/2019 12:42:00 PM,10,1000,1,lowDensity,0.0,A4,1,0,TOV112d
3,4.682146,5/9/2019 12:42:00 PM,25,1000,1,lowDensity,0.0,A5,1,0,TOV112d
4,5.5568185,5/9/2019 12:42:00 PM,50,1000,1,lowDensity,0.0,A6,1,0,TOV112d
5,3.0155475000000003,5/9/2019 12:42:00 PM,100,1000,1,lowDensity,0.0,A7,1,0,TOV112d
6,1.2507245,5/9/2019 12:42:00 PM,0,1000,2,lowDensity,0.0,B2,1,0,TOV112d
7,2.0185395,5/9/2019 12:42:00 PM,1,1000,2,lowDensity,0.0,B3,1,0,TOV112d
8,4.6786235,5/9/2019 12:42:00 PM,10,1000,2,lowDensity,0.0,B4,1,0,TOV112d
9,5.715731,5/9/2019 12:42:00 PM,25,1000,2,lowDensity,0.0,B5,1,0,TOV112d
10,4.8556305,5/9/2019 12:42:00 PM,50,1000,2,lowDensity,0.0,B6,1,0,TOV112d
11,4.921045,5/9/2019 12:42:00 PM,100,1000,2,lowDensity,0.0,B7,1,0,TOV112d
12,2.4639075,5/9/2019 12:42:00 PM,0,1000,3,lowDensity,0.0,C2,1,0,TOV112d
13,26.975195,5/9/2019 12:42:00 PM,1,1000,3,lowDensity,0.0,C3,1,0,TOV112d
14,8.866362,5/9/2019 12:42:00 PM,10,1000,3,lowDensity,0.0,C4,1,0,TOV112d
15,4.699033,5/9/2019 12:42:00 PM,25,1000,3,lowDensity,0.0,C5,1,0,TOV112d
16,5.14219,5/9/2019 12:42:00 PM,50,1000,3,lowDensity,0.0,C6,1,0,TOV112d
17,5.119809,5/9/2019 12:42:00 PM,100,1000,3,lowDensity,0.0,C7,1,0,TOV112d
18,96.77332,5/9/2019 12:42:00 PM,0,50000,1,highDensity,0.0,D2,1,0,TOV112d
19,96.226515,5/9/2019 12:42:00 PM,1,50000,1,highDensity,0.0,D3,1,0,TOV112d
20,95.3544,5/9/2019 12:42:00 PM,10,50000,1,highDensity,0.0,D4,1,0,TOV112d
21,96.235315,5/9/2019 12:42:00 PM,25,50000,1,highDensity,0.0,D5,1,0,TOV112d
22,89.29988,5/9/2019 12:42:00 PM,50,50000,1,highDensity,0.0,D6,1,0,TOV112d
23,85.01058499999999,5/9/2019 12:42:00 PM,100,50000,1,highDensity,0.0,D7,1,0,TOV112d
24,89.25315,5/9/2019 12:42:00 PM,0,50000,2,highDensity,0.0,E2,1,0,TOV112d
25,95.82563,5/9/2019 12:42:00 PM,1,50000,2,highDensity,0.0,E3,1,0,TOV112d
26,96.4726,5/9/2019 12:42:00 PM,10,50000,2,highDensity,0.0,E4,1,0,TOV112d
27,92.664435,5/9/2019 12:42:00 PM,25,50000,2,highDensity,0.0,E5,1,0,TOV112d
28,85.54058500000001,5/9/2019 12:42:00 PM,50,50000,2,highDensity,0.0,E6,1,0,TOV112d
29,88.547155,5/9/2019 12:42:00 PM,100,50000,2,highDensity,0.0,E7,1,0,TOV112d
30,69.12034499999999,5/9/2019 12:42:00 PM,0,50000,3,highDensity,0.0,F2,1,0,TOV112d
31,85.806525,5/9/2019 12:42:00 PM,1,50000,3,highDensity,0.0,F3,1,0,TOV112d
32,84.89034000000001,5/9/2019 12:42:00 PM,10,50000,3,highDensity,0.0,F4,1,0,TOV112d
33,84.24112500000001,5/9/2019 12:42:00 PM,25,50000,3,highDensity,0.0,F5,1,0,TOV112d
34,88.952425,5/9/2019 12:42:00 PM,50,50000,3,highDensity,0.0,F6,1,0,TOV112d
35,90.56189,5/9/2019 12:42:00 PM,100,50000,3,highDensity,0.0,F7,1,0,TOV112d
36,3.5046074999999997,5/10/2019 12:03:00 PM,0,1000,1,lowDensity,23.35,A2,1,1,TOV112d
37,3.073568,5/10/2019 12:03:00 PM,1,1000,1,lowDensity,23.35,A3,1,1,TOV112d
38,4.2946645,5/10/2019 12:03:00 PM,10,1000,1,lowDensity,23.35,A4,1,1,TOV112d
39,2.7283299999999997,5/10/2019 12:03:00 PM,25,1000,1,lowDensity,23.35,A5,1,1,TOV112d
40,4.387394,5/10/2019 12:03:00 PM,50,1000,1,lowDensity,23.35,A6,1,1,TOV112d
41,2.6721705,5/10/2019 12:03:00 PM,100,1000,1,lowDensity,23.35,A7,1,1,TOV112d
42,1.594067,5/10/2019 12:03:00 PM,0,1000,2,lowDensity,23.35,B2,1,1,TOV112d
43,2.3091425,5/10/2019 12:03:00 PM,1,1000,2,lowDensity,23.35,B3,1,1,TOV112d
44,4.388574,5/10/2019 12:03:00 PM,10,1000,2,lowDensity,23.35,B4,1,1,TOV112d
45,4.4402045,5/10/2019 12:03:00 PM,25,1000,2,lowDensity,23.35,B5,1,1,TOV112d
46,3.824914,5/10/2019 12:03:00 PM,50,1000,2,lowDensity,23.35,B6,1,1,TOV112d
47,3.122064,5/10/2019 12:03:00 PM,100,1000,2,lowDensity,23.35,B7,1,1,TOV112d
48,1.8684375,5/10/2019 12:03:00 PM,0,1000,3,lowDensity,23.35,C2,1,1,TOV112d
49,4.264408,5/10/2019 12:03:00 PM,1,1000,3,lowDensity,23.35,C3,1,1,TOV112d
50,4.892207,5/10/2019 12:03:00 PM,10,1000,3,lowDensity,23.35,C4,1,1,TOV112d
51,4.500475,5/10/2019 12:03:00 PM,25,1000,3,lowDensity,23.35,C5,1,1,TOV112d
52,4.342257,5/10/2019 12:03:00 PM,50,1000,3,lowDensity,23.35,C6,1,1,TOV112d
53,3.5151375,5/10/2019 12:03:00 PM,100,1000,3,lowDensity,23.35,C7,1,1,TOV112d
54,96.23818499999999,5/10/2019 12:03:00 PM,0,50000,1,highDensity,23.35,D2,1,1,TOV112d
55,92.018855,5/10/2019 12:03:00 PM,1,50000,1,highDensity,23.35,D3,1,1,TOV112d
56,95.74795,5/10/2019 12:03:00 PM,10,50000,1,highDensity,23.35,D4,1,1,TOV112d
57,90.38734,5/10/2019 12:03:00 PM,25,50000,1,highDensity,23.35,D5,1,1,TOV112d
58,72.693645,5/10/2019 12:03:00 PM,50,50000,1,highDensity,23.35,D6,1,1,TOV112d
59,65.11095,5/10/2019 12:03:00 PM,100,50000,1,highDensity,23.35,D7,1,1,TOV112d
60,75.953265,5/10/2019 12:03:00 PM,0,50000,2,highDensity,23.35,E2,1,1,TOV112d
61,93.841365,5/10/2019 12:03:00 PM,1,50000,2,highDensity,23.35,E3,1,1,TOV112d
62,89.77695,5/10/2019 12:03:00 PM,10,50000,2,highDensity,23.35,E4,1,1,TOV112d
63,73.42531,5/10/2019 12:03:00 PM,25,50000,2,highDensity,23.35,E5,1,1,TOV112d
64,64.40785,5/10/2019 12:03:00 PM,50,50000,2,highDensity,23.35,E6,1,1,TOV112d
65,66.72912000000001,5/10/2019 12:03:00 PM,100,50000,2,highDensity,23.35,E7,1,1,TOV112d
66,45.56456,5/10/2019 12:03:00 PM,0,50000,3,highDensity,23.35,F2,1,1,TOV112d
67,58.75251,5/10/2019 12:03:00 PM,1,50000,3,highDensity,23.35,F3,1,1,TOV112d
68,69.19634500000001,5/10/2019 12:03:00 PM,10,50000,3,highDensity,23.35,F4,1,1,TOV112d
69,74.303225,5/10/2019 12:03:00 PM,25,50000,3,highDensity,23.35,F5,1,1,TOV112d
70,77.2456,5/10/2019 12:03:00 PM,50,50000,3,highDensity,23.35,F6,1,1,TOV112d
71,77.82487,5/10/2019 12:03:00 PM,100,50000,3,highDensity,23.35,F7,1,1,TOV112d
72,4.954687,5/11/2019 12:41:00 PM,0,1000,1,lowDensity,47.9833333333333,A2,1,2,TOV112d
73,4.558011499999999,5/11/2019 12:41:00 PM,1,1000,1,lowDensity,47.9833333333333,A3,1,2,TOV112d
74,6.621731,5/11/2019 12:41:00 PM,10,1000,1,lowDensity,47.9833333333333,A4,1,2,TOV112d
75,4.0901295,5/11/2019 12:41:00 PM,25,1000,1,lowDensity,47.9833333333333,A5,1,2,TOV112d
76,5.9102835,5/11/2019 12:41:00 PM,50,1000,1,lowDensity,47.9833333333333,A6,1,2,TOV112d
77,3.6715295,5/11/2019 12:41:00 PM,100,1000,1,lowDensity,47.9833333333333,A7,1,2,TOV112d
78,3.0541275,5/11/2019 12:41:00 PM,0,1000,2,lowDensity,47.9833333333333,B2,1,2,TOV112d
79,4.375965,5/11/2019 12:41:00 PM,1,1000,2,lowDensity,47.9833333333333,B3,1,2,TOV112d
80,7.448017,5/11/2019 12:41:00 PM,10,1000,2,lowDensity,47.9833333333333,B4,1,2,TOV112d
81,7.381809,5/11/2019 12:41:00 PM,25,1000,2,lowDensity,47.9833333333333,B5,1,2,TOV112d
82,7.0588795,5/11/2019 12:41:00 PM,50,1000,2,lowDensity,47.9833333333333,B6,1,2,TOV112d
83,5.2320590000000005,5/11/2019 12:41:00 PM,100,1000,2,lowDensity,47.9833333333333,B7,1,2,TOV112d
84,4.045956,5/11/2019 12:41:00 PM,0,1000,3,lowDensity,47.9833333333333,C2,1,2,TOV112d
85,6.244956,5/11/2019 12:41:00 PM,1,1000,3,lowDensity,47.9833333333333,C3,1,2,TOV112d
86,8.79842,5/11/2019 12:41:00 PM,10,1000,3,lowDensity,47.9833333333333,C4,1,2,TOV112d
87,6.400721,5/11/2019 12:41:00 PM,25,1000,3,lowDensity,47.9833333333333,C5,1,2,TOV112d
88,6.5991775,5/11/2019 12:41:00 PM,50,1000,3,lowDensity,47.9833333333333,C6,1,2,TOV112d
89,6.1956679999999995,5/11/2019 12:41:00 PM,100,1000,3,lowDensity,47.9833333333333,C7,1,2,TOV112d
90,99.85836,5/11/2019 12:41:00 PM,0,50000,1,highDensity,47.9833333333333,D2,1,2,TOV112d
91,98.123585,5/11/2019 12:41:00 PM,1,50000,1,highDensity,47.9833333333333,D3,1,2,TOV112d
92,99.37751999999999,5/11/2019 12:41:00 PM,10,50000,1,highDensity,47.9833333333333,D4,1,2,TOV112d
93,95.273295,5/11/2019 12:41:00 PM,25,50000,1,highDensity,47.9833333333333,D5,1,2,TOV112d
94,72.893145,5/11/2019 12:41:00 PM,50,50000,1,highDensity,47.9833333333333,D6,1,2,TOV112d
95,69.07549,5/11/2019 12:41:00 PM,100,50000,1,highDensity,47.9833333333333,D7,1,2,TOV112d
96,92.95802,5/11/2019 12:41:00 PM,0,50000,2,highDensity,47.9833333333333,E2,1,2,TOV112d
97,99.36333,5/11/2019 12:41:00 PM,1,50000,2,highDensity,47.9833333333333,E3,1,2,TOV112d
98,98.17046,5/11/2019 12:41:00 PM,10,50000,2,highDensity,47.9833333333333,E4,1,2,TOV112d
99,85.462485,5/11/2019 12:41:00 PM,25,50000,2,highDensity,47.9833333333333,E5,1,2,TOV112d
100,68.37496,5/11/2019 12:41:00 PM,50,50000,2,highDensity,47.9833333333333,E6,1,2,TOV112d
101,59.804445,5/11/2019 12:41:00 PM,100,50000,2,highDensity,47.9833333333333,E7,1,2,TOV112d
102,72.26703499999999,5/11/2019 12:41:00 PM,0,50000,3,highDensity,47.9833333333333,F2,1,2,TOV112d
103,78.38210000000001,5/11/2019 12:41:00 PM,1,50000,3,highDensity,47.9833333333333,F3,1,2,TOV112d
104,82.59998999999999,5/11/2019 12:41:00 PM,10,50000,3,highDensity,47.9833333333333,F4,1,2,TOV112d
105,79.54475,5/11/2019 12:41:00 PM,25,50000,3,highDensity,47.9833333333333,F5,1,2,TOV112d
106,55.940259999999995,5/11/2019 12:41:00 PM,50,50000,3,highDensity,47.9833333333333,F6,1,2,TOV112d
107,70.331775,5/11/2019 12:41:00 PM,100,50000,3,highDensity,47.9833333333333,F7,1,2,TOV112d
108,8.205021499999999,5/12/2019 6:20:00 PM,0,1000,1,lowDensity,77.6333333333333,A2,1,3,TOV112d
109,5.674284,5/12/2019 6:20:00 PM,1,1000,1,lowDensity,77.6333333333333,A3,1,3,TOV112d
110,8.450486,5/12/2019 6:20:00 PM,10,1000,1,lowDensity,77.6333333333333,A4,1,3,TOV112d
111,5.590289,5/12/2019 6:20:00 PM,25,1000,1,lowDensity,77.6333333333333,A5,1,3,TOV112d
112,5.737662500000001,5/12/2019 6:20:00 PM,50,1000,1,lowDensity,77.6333333333333,A6,1,3,TOV112d
113,3.8120275,5/12/2019 6:20:00 PM,100,1000,1,lowDensity,77.6333333333333,A7,1,3,TOV112d
114,6.0201139999999995,5/12/2019 6:20:00 PM,0,1000,2,lowDensity,77.6333333333333,B2,1,3,TOV112d
115,7.142839,5/12/2019 6:20:00 PM,1,1000,2,lowDensity,77.6333333333333,B3,1,3,TOV112d
116,6.037172,5/12/2019 6:20:00 PM,10,1000,2,lowDensity,77.6333333333333,B4,1,3,TOV112d
117,6.269890500000001,5/12/2019 6:20:00 PM,25,1000,2,lowDensity,77.6333333333333,B5,1,3,TOV112d
118,5.9546985,5/12/2019 6:20:00 PM,50,1000,2,lowDensity,77.6333333333333,B6,1,3,TOV112d
119,4.251488500000001,5/12/2019 6:20:00 PM,100,1000,2,lowDensity,77.6333333333333,B7,1,3,TOV112d
120,7.1719905,5/12/2019 6:20:00 PM,0,1000,3,lowDensity,77.6333333333333,C2,1,3,TOV112d
121,12.95476,5/12/2019 6:20:00 PM,1,1000,3,lowDensity,77.6333333333333,C3,1,3,TOV112d
122,9.6232235,5/12/2019 6:20:00 PM,10,1000,3,lowDensity,77.6333333333333,C4,1,3,TOV112d
123,6.301844,5/12/2019 6:20:00 PM,25,1000,3,lowDensity,77.6333333333333,C5,1,3,TOV112d
124,5.426165,5/12/2019 6:20:00 PM,50,1000,3,lowDensity,77.6333333333333,C6,1,3,TOV112d
125,5.490887,5/12/2019 6:20:00 PM,100,1000,3,lowDensity,77.6333333333333,C7,1,3,TOV112d
126,79.53750500000001,5/12/2019 6:20:00 PM,0,50000,1,highDensity,77.6333333333333,D2,1,3,TOV112d
127,98.15911499999999,5/12/2019 6:20:00 PM,1,50000,1,highDensity,77.6333333333333,D3,1,3,TOV112d
128,93.31372,5/12/2019 6:20:00 PM,10,50000,1,highDensity,77.6333333333333,D4,1,3,TOV112d
129,79.246375,5/12/2019 6:20:00 PM,25,50000,1,highDensity,77.6333333333333,D5,1,3,TOV112d
130,76.405465,5/12/2019 6:20:00 PM,50,50000,1,highDensity,77.6333333333333,D6,1,3,TOV112d
131,73.293955,5/12/2019 6:20:00 PM,100,50000,1,highDensity,77.6333333333333,D7,1,3,TOV112d
132,83.977825,5/12/2019 6:20:00 PM,0,50000,2,highDensity,77.6333333333333,E2,1,3,TOV112d
133,93.19488,5/12/2019 6:20:00 PM,1,50000,2,highDensity,77.6333333333333,E3,1,3,TOV112d
134,92.74094,5/12/2019 6:20:00 PM,10,50000,2,highDensity,77.6333333333333,E4,1,3,TOV112d
135,84.482685,5/12/2019 6:20:00 PM,25,50000,2,highDensity,77.6333333333333,E5,1,3,TOV112d
136,75.02462,5/12/2019 6:20:00 PM,50,50000,2,highDensity,77.6333333333333,E6,1,3,TOV112d
137,64.017395,5/12/2019 6:20:00 PM,100,50000,2,highDensity,77.6333333333333,E7,1,3,TOV112d
138,79.679505,5/12/2019 6:20:00 PM,0,50000,3,highDensity,77.6333333333333,F2,1,3,TOV112d
139,81.953025,5/12/2019 6:20:00 PM,1,50000,3,highDensity,77.6333333333333,F3,1,3,TOV112d
140,79.27823000000001,5/12/2019 6:20:00 PM,10,50000,3,highDensity,77.6333333333333,F4,1,3,TOV112d
141,76.54972000000001,5/12/2019 6:20:00 PM,25,50000,3,highDensity,77.6333333333333,F5,1,3,TOV112d
142,64.513455,5/12/2019 6:20:00 PM,50,50000,3,highDensity,77.6333333333333,F6,1,3,TOV112d
143,64.206265,5/12/2019 6:20:00 PM,100,50000,3,highDensity,77.6333333333333,F7,1,3,TOV112d
144,5.60652,5/13/2019 2:24:00 PM,0,1000,1,lowDensity,97.7,A2,1,4,TOV112d
145,7.552358,5/13/2019 2:24:00 PM,1,1000,1,lowDensity,97.7,A3,1,4,TOV112d
146,5.2449405,5/13/2019 2:24:00 PM,10,1000,1,lowDensity,97.7,A4,1,4,TOV112d
147,5.491508,5/13/2019 2:24:00 PM,25,1000,1,lowDensity,97.7,A5,1,4,TOV112d
148,3.727617,5/13/2019 2:24:00 PM,50,1000,1,lowDensity,97.7,A6,1,4,TOV112d
149,5.162014,5/13/2019 2:24:00 PM,100,1000,1,lowDensity,97.7,A7,1,4,TOV112d
150,4.6018095,5/13/2019 2:24:00 PM,0,1000,2,lowDensity,97.7,B2,1,4,TOV112d
151,5.5073615,5/13/2019 2:24:00 PM,1,1000,2,lowDensity,97.7,B3,1,4,TOV112d
152,4.2260375,5/13/2019 2:24:00 PM,10,1000,2,lowDensity,97.7,B4,1,4,TOV112d
153,5.141398,5/13/2019 2:24:00 PM,25,1000,2,lowDensity,97.7,B5,1,4,TOV112d
154,5.6305935,5/13/2019 2:24:00 PM,50,1000,2,lowDensity,97.7,B6,1,4,TOV112d
155,3.654085,5/13/2019 2:24:00 PM,100,1000,2,lowDensity,97.7,B7,1,4,TOV112d
156,6.379482,5/13/2019 2:24:00 PM,0,1000,3,lowDensity,97.7,C2,1,4,TOV112d
157,8.385903,5/13/2019 2:24:00 PM,1,1000,3,lowDensity,97.7,C3,1,4,TOV112d
158,5.6202325,5/13/2019 2:24:00 PM,10,1000,3,lowDensity,97.7,C4,1,4,TOV112d
159,3.060135,5/13/2019 2:24:00 PM,25,1000,3,lowDensity,97.7,C5,1,4,TOV112d
160,5.043136499999999,5/13/2019 2:24:00 PM,50,1000,3,lowDensity,97.7,C6,1,4,TOV112d
161,3.8592734999999996,5/13/2019 2:24:00 PM,100,1000,3,lowDensity,97.7,C7,1,4,TOV112d
162,69.8978,5/13/2019 2:24:00 PM,0,50000,1,highDensity,97.7,D2,1,4,TOV112d
163,73.038455,5/13/2019 2:24:00 PM,1,50000,1,highDensity,97.7,D3,1,4,TOV112d
164,58.121430000000004,5/13/2019 2:24:00 PM,10,50000,1,highDensity,97.7,D4,1,4,TOV112d
165,54.90321,5/13/2019 2:24:00 PM,25,50000,1,highDensity,97.7,D5,1,4,TOV112d
166,60.169470000000004,5/13/2019 2:24:00 PM,50,50000,1,highDensity,97.7,D6,1,4,TOV112d
167,49.621265,5/13/2019 2:24:00 PM,100,50000,1,highDensity,97.7,D7,1,4,TOV112d
168,60.536725000000004,5/13/2019 2:24:00 PM,0,50000,2,highDensity,97.7,E2,1,4,TOV112d
169,68.00727,5/13/2019 2:24:00 PM,1,50000,2,highDensity,97.7,E3,1,4,TOV112d
170,66.710195,5/13/2019 2:24:00 PM,10,50000,2,highDensity,97.7,E4,1,4,TOV112d
171,53.824465000000004,5/13/2019 2:24:00 PM,25,50000,2,highDensity,97.7,E5,1,4,TOV112d
172,50.162975,5/13/2019 2:24:00 PM,50,50000,2,highDensity,97.7,E6,1,4,TOV112d
173,40.36699,5/13/2019 2:24:00 PM,100,50000,2,highDensity,97.7,E7,1,4,TOV112d
174,72.59385,5/13/2019 2:24:00 PM,0,50000,3,highDensity,97.7,F2,1,4,TOV112d
175,62.429109999999994,5/13/2019 2:24:00 PM,1,50000,3,highDensity,97.7,F3,1,4,TOV112d
176,62.724125,5/13/2019 2:24:00 PM,10,50000,3,highDensity,97.7,F4,1,4,TOV112d
177,54.35454,5/13/2019 2:24:00 PM,25,50000,3,highDensity,97.7,F5,1,4,TOV112d
178,51.67688,5/13/2019 2:24:00 PM,50,50000,3,highDensity,97.7,F6,1,4,TOV112d
179,64.54092,5/13/2019 2:24:00 PM,100,50000,3,highDensity,97.7,F7,1,4,TOV112d
180,10.225459,5/14/2019 2:04:00 PM,0,1000,1,lowDensity,121.366666666667,A2,1,5,TOV112d
181,11.417572,5/14/2019 2:04:00 PM,1,1000,1,lowDensity,121.366666666667,A3,1,5,TOV112d
182,8.859726,5/14/2019 2:04:00 PM,10,1000,1,lowDensity,121.366666666667,A4,1,5,TOV112d
183,5.000723499999999,5/14/2019 2:04:00 PM,25,1000,1,lowDensity,121.366666666667,A5,1,5,TOV112d
184,3.4671320000000003,5/14/2019 2:04:00 PM,50,1000,1,lowDensity,121.366666666667,A6,1,5,TOV112d
185,3.956708,5/14/2019 2:04:00 PM,100,1000,1,lowDensity,121.366666666667,A7,1,5,TOV112d
186,7.580407500000001,5/14/2019 2:04:00 PM,0,1000,2,lowDensity,121.366666666667,B2,1,5,TOV112d
187,8.927419,5/14/2019 2:04:00 PM,1,1000,2,lowDensity,121.366666666667,B3,1,5,TOV112d
188,5.948375,5/14/2019 2:04:00 PM,10,1000,2,lowDensity,121.366666666667,B4,1,5,TOV112d
189,5.304243,5/14/2019 2:04:00 PM,25,1000,2,lowDensity,121.366666666667,B5,1,5,TOV112d
190,5.5777155,5/14/2019 2:04:00 PM,50,1000,2,lowDensity,121.366666666667,B6,1,5,TOV112d
191,3.8604165000000004,5/14/2019 2:04:00 PM,100,1000,2,lowDensity,121.366666666667,B7,1,5,TOV112d
192,8.160641,5/14/2019 2:04:00 PM,0,1000,3,lowDensity,121.366666666667,C2,1,5,TOV112d
193,12.194785000000001,5/14/2019 2:04:00 PM,1,1000,3,lowDensity,121.366666666667,C3,1,5,TOV112d
194,8.474903999999999,5/14/2019 2:04:00 PM,10,1000,3,lowDensity,121.366666666667,C4,1,5,TOV112d
195,3.8210435,5/14/2019 2:04:00 PM,25,1000,3,lowDensity,121.366666666667,C5,1,5,TOV112d
196,4.5222345,5/14/2019 2:04:00 PM,50,1000,3,lowDensity,121.366666666667,C6,1,5,TOV112d
197,4.692297,5/14/2019 2:04:00 PM,100,1000,3,lowDensity,121.366666666667,C7,1,5,TOV112d
198,89.06945,5/14/2019 2:04:00 PM,0,50000,1,highDensity,121.366666666667,D2,1,5,TOV112d
199,86.94035,5/14/2019 2:04:00 PM,1,50000,1,highDensity,121.366666666667,D3,1,5,TOV112d
200,72.81925,5/14/2019 2:04:00 PM,10,50000,1,highDensity,121.366666666667,D4,1,5,TOV112d
201,66.93568,5/14/2019 2:04:00 PM,25,50000,1,highDensity,121.366666666667,D5,1,5,TOV112d
202,63.067539999999994,5/14/2019 2:04:00 PM,50,50000,1,highDensity,121.366666666667,D6,1,5,TOV112d
203,51.384150000000005,5/14/2019 2:04:00 PM,100,50000,1,highDensity,121.366666666667,D7,1,5,TOV112d
204,80.803355,5/14/2019 2:04:00 PM,0,50000,2,highDensity,121.366666666667,E2,1,5,TOV112d
205,86.47341,5/14/2019 2:04:00 PM,1,50000,2,highDensity,121.366666666667,E3,1,5,TOV112d
206,82.615705,5/14/2019 2:04:00 PM,10,50000,2,highDensity,121.366666666667,E4,1,5,TOV112d
207,64.98562,5/14/2019 2:04:00 PM,25,50000,2,highDensity,121.366666666667,E5,1,5,TOV112d
208,53.719465,5/14/2019 2:04:00 PM,50,50000,2,highDensity,121.366666666667,E6,1,5,TOV112d
209,44.202365,5/14/2019 2:04:00 PM,100,50000,2,highDensity,121.366666666667,E7,1,5,TOV112d
210,91.66211,5/14/2019 2:04:00 PM,0,50000,3,highDensity,121.366666666667,F2,1,5,TOV112d
211,87.26205999999999,5/14/2019 2:04:00 PM,1,50000,3,highDensity,121.366666666667,F3,1,5,TOV112d
212,84.744495,5/14/2019 2:04:00 PM,10,50000,3,highDensity,121.366666666667,F4,1,5,TOV112d
213,61.498385000000006,5/14/2019 2:04:00 PM,25,50000,3,highDensity,121.366666666667,F5,1,5,TOV112d
214,56.0882,5/14/2019 2:04:00 PM,50,50000,3,highDensity,121.366666666667,F6,1,5,TOV112d
215,68.01563,5/14/2019 2:04:00 PM,100,50000,3,highDensity,121.366666666667,F7,1,5,TOV112d
216,16.279875,5/15/2019 2:05:00 PM,0,1000,1,lowDensity,145.38333333333298,A2,1,6,TOV112d
217,17.446925,5/15/2019 2:05:00 PM,1,1000,1,lowDensity,145.38333333333298,A3,1,6,TOV112d
218,8.843143,5/15/2019 2:05:00 PM,10,1000,1,lowDensity,145.38333333333298,A4,1,6,TOV112d
219,5.843763000000001,5/15/2019 2:05:00 PM,25,1000,1,lowDensity,145.38333333333298,A5,1,6,TOV112d
220,5.377533,5/15/2019 2:05:00 PM,50,1000,1,lowDensity,145.38333333333298,A6,1,6,TOV112d
221,4.7754645,5/15/2019 2:05:00 PM,100,1000,1,lowDensity,145.38333333333298,A7,1,6,TOV112d
222,18.68849,5/15/2019 2:05:00 PM,0,1000,2,lowDensity,145.38333333333298,B2,1,6,TOV112d
223,25.11159,5/15/2019 2:05:00 PM,1,1000,2,lowDensity,145.38333333333298,B3,1,6,TOV112d
224,6.5670225,5/15/2019 2:05:00 PM,10,1000,2,lowDensity,145.38333333333298,B4,1,6,TOV112d
225,6.020182500000001,5/15/2019 2:05:00 PM,25,1000,2,lowDensity,145.38333333333298,B5,1,6,TOV112d
226,5.361089,5/15/2019 2:05:00 PM,50,1000,2,lowDensity,145.38333333333298,B6,1,6,TOV112d
227,4.630682,5/15/2019 2:05:00 PM,100,1000,2,lowDensity,145.38333333333298,B7,1,6,TOV112d
228,16.47244,5/15/2019 2:05:00 PM,0,1000,3,lowDensity,145.38333333333298,C2,1,6,TOV112d
229,23.058934999999998,5/15/2019 2:05:00 PM,1,1000,3,lowDensity,145.38333333333298,C3,1,6,TOV112d
230,10.1139075,5/15/2019 2:05:00 PM,10,1000,3,lowDensity,145.38333333333298,C4,1,6,TOV112d
231,8.799390500000001,5/15/2019 2:05:00 PM,25,1000,3,lowDensity,145.38333333333298,C5,1,6,TOV112d
232,7.280336999999999,5/15/2019 2:05:00 PM,50,1000,3,lowDensity,145.38333333333298,C6,1,6,TOV112d
233,5.6625345,5/15/2019 2:05:00 PM,100,1000,3,lowDensity,145.38333333333298,C7,1,6,TOV112d
234,91.51762500000001,5/15/2019 2:05:00 PM,0,50000,1,highDensity,145.38333333333298,D2,1,6,TOV112d
235,90.98972,5/15/2019 2:05:00 PM,1,50000,1,highDensity,145.38333333333298,D3,1,6,TOV112d
236,84.310425,5/15/2019 2:05:00 PM,10,50000,1,highDensity,145.38333333333298,D4,1,6,TOV112d
