,Date,DrugConcentration,Flank,MouseId,Time,TreatmentBranch,Volume
518,2020/03/06,X,Right,35,86,Ctrl,2033.3
519,2020/03/07,X,Right,35,87,Ctrl,
520,2020/03/08,X,Right,35,88,Ctrl,
521,2020/03/09,X,Right,35,89,Ctrl,
522,2020/03/10,X,Right,35,90,Ctrl,
523,2020/03/11,X,Right,35,91,Ctrl,
524,2020/03/12,X,Right,35,92,Ctrl,
525,2020/03/13,X,Right,35,93,Ctrl,
526,2020/03/14,X,Right,35,94,Ctrl,
527,2020/03/15,X,Right,35,95,Ctrl,
528,2020/03/16,X,Right,35,96,Ctrl,
529,2020/03/17,X,Right,35,97,Ctrl,
530,2020/03/18,X,Right,35,98,Ctrl,
531,2020/03/19,X,Right,35,99,Ctrl,
532,2020/03/20,X,Right,35,100,Ctrl,
533,2020/03/21,X,Right,35,101,Ctrl,
534,2020/03/22,X,Right,35,102,Ctrl,
535,2020/03/23,X,Right,35,103,Ctrl,
536,2020/03/24,X,Right,35,104,Ctrl,
537,2020/03/25,X,Right,35,105,Ctrl,
538,2020/03/26,X,Right,35,106,Ctrl,
539,2020/03/27,X,Right,35,107,Ctrl,
540,2019/12/11,0.0,Right,36,0,AT1,31.6
541,2019/12/12,0.0,Right,36,1,AT1,
542,2019/12/13,0.0,Right,36,2,AT1,7.1
543,2019/12/14,0.0,Right,36,3,AT1,
544,2019/12/15,0.0,Right,36,4,AT1,
545,2019/12/16,0.0,Right,36,5,AT1,19.2
546,2019/12/17,0.0,Right,36,6,AT1,
547,2019/12/18,0.0,Right,36,7,AT1,25.9
548,2019/12/19,0.0,Right,36,8,AT1,
549,2019/12/20,0.0,Right,36,9,AT1,23.5
550,2019/12/21,0.0,Right,36,10,AT1,
551,2019/12/22,0.0,Right,36,11,AT1,
552,2019/12/23,0.0,Right,36,12,AT1,34.7
553,2019/12/24,0.0,Right,36,13,AT1,
554,2019/12/25,0.0,Right,36,14,AT1,
555,2019/12/26,0.0,Right,36,15,AT1,
556,2019/12/27,100.0,Right,36,16,AT1,57.4
557,2019/12/28,100.0,Right,36,17,AT1,
558,2019/12/29,0.0,Right,36,18,AT1,
559,2019/12/30,100.0,Right,36,19,AT1,78.2
560,2019/12/31,100.0,Right,36,20,AT1,95.2
561,2020/01/01,100.0,Right,36,21,AT1,
562,2020/01/02,100.0,Right,36,22,AT1,157.0
563,2020/01/03,100.0,Right,36,23,AT1,106.8
564,2020/01/04,50.0,Right,36,24,AT1,
565,2020/01/05,50.0,Right,36,25,AT1,
566,2020/01/06,100.0,Right,36,26,AT1,164.6
567,2020/01/07,100.0,Right,36,27,AT1,
568,2020/01/08,100.0,Right,36,28,AT1,219.0
569,2020/01/09,100.0,Right,36,29,AT1,
570,2020/01/10,50.0,Right,36,30,AT1,170.6
571,2020/01/11,50.0,Right,36,31,AT1,
572,2020/01/12,0.0,Right,36,32,AT1,
573,2020/01/13,100.0,Right,36,33,AT1,216.0
574,2020/01/14,100.0,Right,36,34,AT1,
575,2020/01/15,100.0,Right,36,35,AT1,306.4
576,2020/01/16,100.0,Right,36,36,AT1,
577,2020/01/17,100.0,Right,36,37,AT1,317.1
578,2020/01/18,100.0,Right,36,38,AT1,
579,2020/01/19,100.0,Right,36,39,AT1,
580,2020/01/20,50.0,Right,36,40,AT1,292.2
581,2020/01/21,50.0,Right,36,41,AT1,
582,2020/01/22,25.0,Right,36,42,AT1,400.4
583,2020/01/23,25.0,Right,36,43,AT1,
584,2020/01/24,0.0,Right,36,44,AT1,288.4
585,2020/01/25,0.0,Right,36,45,AT1,
586,2020/01/26,0.0,Right,36,46,AT1,
587,2020/01/27,0.0,Right,36,47,AT1,242.9
588,2020/01/28,0.0,Right,36,48,AT1,
589,2020/01/29,25.0,Right,36,49,AT1,343.8
590,2020/01/30,25.0,Right,36,50,AT1,
591,2020/01/31,0.0,Right,36,51,AT1,277.3
592,2020/02/01,0.0,Right,36,52,AT1,
593,2020/02/02,0.0,Right,36,53,AT1,
594,2020/02/03,25.0,Right,36,54,AT1,505.7
595,2020/02/04,25.0,Right,36,55,AT1,
596,2020/02/05,0.0,Right,36,56,AT1,423.3
597,2020/02/06,0.0,Right,36,57,AT1,
598,2020/02/07,25.0,Right,36,58,AT1,447.6
599,2020/02/08,25.0,Right,36,59,AT1,
600,2020/02/09,25.0,Right,36,60,AT1,
601,2020/02/10,50.0,Right,36,61,AT1,623.5
602,2020/02/11,50.0,Right,36,62,AT1,
603,2020/02/12,25.0,Right,36,63,AT1,601.0
604,2020/02/13,25.0,Right,36,64,AT1,
605,2020/02/14,50.0,Right,36,65,AT1,698.8
606,2020/02/15,50.0,Right,36,66,AT1,
607,2020/02/16,50.0,Right,36,67,AT1,
608,2020/02/17,100.0,Right,36,68,AT1,563.1
609,2020/02/18,100.0,Right,36,69,AT1,
610,2020/02/19,100.0,Right,36,70,AT1,575.9
611,2020/02/20,100.0,Right,36,71,AT1,
612,2020/02/21,100.0,Right,36,72,AT1,591.1
613,2020/02/22,100.0,Right,36,73,AT1,
614,2020/02/23,100.0,Right,36,74,AT1,
615,2020/02/24,X,Right,36,75,AT1,548.2
616,2020/02/25,X,Right,36,76,AT1,
617,2020/02/26,X,Right,36,77,AT1,
618,2020/02/27,X,Right,36,78,AT1,
619,2020/02/28,X,Right,36,79,AT1,
620,2020/02/29,X,Right,36,80,AT1,
621,2020/03/01,X,Right,36,81,AT1,
622,2020/03/02,X,Right,36,82,AT1,
623,2020/03/03,X,Right,36,83,AT1,
624,2020/03/04,X,Right,36,84,AT1,
625,2020/03/05,X,Right,36,85,AT1,
626,2020/03/06,X,Right,36,86,AT1,
627,2020/03/07,X,Right,36,87,AT1,
628,2020/03/08,X,Right,36,88,AT1,
629,2020/03/09,X,Right,36,89,AT1,
630,2020/03/10,X,Right,36,90,AT1,
631,2020/03/11,X,Right,36,91,AT1,
632,2020/03/12,X,Right,36,92,AT1,
633,2020/03/13,X,Right,36,93,AT1,
634,2020/03/14,X,Right,36,94,AT1,
635,2020/03/15,X,Right,36,95,AT1,
636,2020/03/16,X,Right,36,96,AT1,
637,2020/03/17,X,Right,36,97,AT1,
638,2020/03/18,X,Right,36,98,AT1,
639,2020/03/19,X,Right,36,99,AT1,
640,2020/03/20,X,Right,36,100,AT1,
641,2020/03/21,X,Right,36,101,AT1,
642,2020/03/22,X,Right,36,102,AT1,
643,2020/03/23,X,Right,36,103,AT1,
644,2020/03/24,X,Right,36,104,AT1,
645,2020/03/25,X,Right,36,105,AT1,
646,2020/03/26,X,Right,36,106,AT1,
647,2020/03/27,X,Right,36,107,AT1,
648,2019/12/11,0.0,Right,37,0,AT1,0.0
649,2019/12/12,0.0,Right,37,1,AT1,
650,2019/12/13,0.0,Right,37,2,AT1,0.0
651,2019/12/14,0.0,Right,37,3,AT1,
652,2019/12/15,0.0,Right,37,4,AT1,
653,2019/12/16,0.0,Right,37,5,AT1,0.0
654,2019/12/17,0.0,Right,37,6,AT1,
655,2019/12/18,0.0,Right,37,7,AT1,0.0
656,2019/12/19,0.0,Right,37,8,AT1,
657,2019/12/20,0.0,Right,37,9,AT1,15.4
658,2019/12/21,0.0,Right,37,10,AT1,
659,2019/12/22,0.0,Right,37,11,AT1,
660,2019/12/23,0.0,Right,37,12,AT1,11.7
661,2019/12/24,0.0,Right,37,13,AT1,
662,2019/12/25,0.0,Right,37,14,AT1,
663,2019/12/26,0.0,Right,37,15,AT1,
664,2019/12/27,100.0,Right,37,16,AT1,25.1
665,2019/12/28,100.0,Right,37,17,AT1,
666,2019/12/29,0.0,Right,37,18,AT1,
667,2019/12/30,100.0,Right,37,19,AT1,18.6
668,2019/12/31,50.0,Right,37,20,AT1,60.9
669,2020/01/01,100.0,Right,37,21,AT1,
670,2020/01/02,100.0,Right,37,22,AT1,55.9
671,2020/01/03,50.0,Right,37,23,AT1,72.4
672,2020/01/04,25.0,Right,37,24,AT1,
673,2020/01/05,25.0,Right,37,25,AT1,
674,2020/01/06,50.0,Right,37,26,AT1,102.2
675,2020/01/07,50.0,Right,37,27,AT1,
676,2020/01/08,100.0,Right,37,28,AT1,141.3
677,2020/01/09,100.0,Right,37,29,AT1,
678,2020/01/10,50.0,Right,37,30,AT1,119.4
679,2020/01/11,50.0,Right,37,31,AT1,
680,2020/01/12,0.0,Right,37,32,AT1,
681,2020/01/13,100.0,Right,37,33,AT1,239.3
682,2020/01/14,100.0,Right,37,34,AT1,
683,2020/01/15,50.0,Right,37,35,AT1,208.9
684,2020/01/16,50.0,Right,37,36,AT1,
685,2020/01/17,100.0,Right,37,37,AT1,264.7
686,2020/01/18,100.0,Right,37,38,AT1,
687,2020/01/19,100.0,Right,37,39,AT1,
688,2020/01/20,50.0,Right,37,40,AT1,229.3
689,2020/01/21,50.0,Right,37,41,AT1,
690,2020/01/22,100.0,Right,37,42,AT1,324.1
691,2020/01/23,100.0,Right,37,43,AT1,
692,2020/01/24,50.0,Right,37,44,AT1,323.7
693,2020/01/25,50.0,Right,37,45,AT1,
694,2020/01/26,50.0,Right,37,46,AT1,
695,2020/01/27,25.0,Right,37,47,AT1,316.3
696,2020/01/28,25.0,Right,37,48,AT1,
697,2020/01/29,50.0,Right,37,49,AT1,411.7
698,2020/01/30,50.0,Right,37,50,AT1,
699,2020/01/31,100.0,Right,37,51,AT1,424.8
700,2020/02/01,100.0,Right,37,52,AT1,
701,2020/02/02,100.0,Right,37,53,AT1,
702,2020/02/03,100.0,Right,37,54,AT1,456.3
703,2020/02/04,100.0,Right,37,55,AT1,
704,2020/02/05,100.0,Right,37,56,AT1,496.3
705,2020/02/06,100.0,Right,37,57,AT1,
706,2020/02/07,50.0,Right,37,58,AT1,441.9
707,2020/02/08,50.0,Right,37,59,AT1,
708,2020/02/09,50.0,Right,37,60,AT1,
709,2020/02/10,100.0,Right,37,61,AT1,610.5
710,2020/02/11,100.0,Right,37,62,AT1,
711,2020/02/12,50.0,Right,37,63,AT1,558.4
712,2020/02/13,50.0,Right,37,64,AT1,
713,2020/02/14,100.0,Right,37,65,AT1,620.3
714,2020/02/15,100.0,Right,37,66,AT1,
715,2020/02/16,100.0,Right,37,67,AT1,
716,2020/02/17,100.0,Right,37,68,AT1,661.8
717,2020/02/18,100.0,Right,37,69,AT1,
718,2020/02/19,100.0,Right,37,70,AT1,713.5
719,2020/02/20,100.0,Right,37,71,AT1,
720,2020/02/21,100.0,Right,37,72,AT1,762.0
721,2020/02/22,100.0,Right,37,73,AT1,
722,2020/02/23,100.0,Right,37,74,AT1,
723,2020/02/24,100.0,Right,37,75,AT1,771.2
724,2020/02/25,100.0,Right,37,76,AT1,
725,2020/02/26,0.0,Right,37,77,AT1,815.0
726,2020/02/27,100.0,Right,37,78,AT1,
727,2020/02/28,100.0,Right,37,79,AT1,878.0
728,2020/02/29,100.0,Right,37,80,AT1,
729,2020/03/01,100.0,Right,37,81,AT1,
730,2020/03/02,100.0,Right,37,82,AT1,995.9
731,2020/03/03,100.0,Right,37,83,AT1,
732,2020/03/04,100.0,Right,37,84,AT1,1079.8
733,2020/03/05,100.0,Right,37,85,AT1,
734,2020/03/06,100.0,Right,37,86,AT1,1241.9
735,2020/03/07,100.0,Right,37,87,AT1,
736,2020/03/08,100.0,Right,37,88,AT1,
737,2020/03/09,50.0,Right,37,89,AT1,1152.3
738,2020/03/10,50.0,Right,37,90,AT1,
739,2020/03/11,100.0,Right,37,91,AT1,1149.3
740,2020/03/12,100.0,Right,37,92,AT1,
741,2020/03/13,100.0,Right,37,93,AT1,1215.2
742,2020/03/14,100.0,Right,37,94,AT1,
743,2020/03/15,100.0,Right,37,95,AT1,
744,2020/03/16,X,Right,37,96,AT1,1304.4
745,2020/03/17,X,Right,37,97,AT1,
746,2020/03/18,X,Right,37,98,AT1,
747,2020/03/19,X,Right,37,99,AT1,
748,2020/03/20,X,Right,37,100,AT1,
749,2020/03/21,X,Right,37,101,AT1,
750,2020/03/22,X,Right,37,102,AT1,
751,2020/03/23,X,Right,37,103,AT1,
752,2020/03/24,X,Right,37,104,AT1,
753,2020/03/25,X,Right,37,105,AT1,
754,2020/03/26,X,Right,37,106,AT1,
755,2020/03/27,X,Right,37,107,AT1,
756,2019/12/11,0.0,Right,38,0,AT1,0.0
757,2019/12/12,0.0,Right,38,1,AT1,
758,2019/12/13,0.0,Right,38,2,AT1,26.8
759,2019/12/14,0.0,Right,38,3,AT1,
760,2019/12/15,0.0,Right,38,4,AT1,
761,2019/12/16,0.0,Right,38,5,AT1,22.7
762,2019/12/17,0.0,Right,38,6,AT1,
763,2019/12/18,0.0,Right,38,7,AT1,42.1
764,2019/12/19,0.0,Right,38,8,AT1,
765,2019/12/20,0.0,Right,38,9,AT1,30.3
766,2019/12/21,0.0,Right,38,10,AT1,
767,2019/12/22,0.0,Right,38,11,AT1,
768,2019/12/23,0.0,Right,38,12,AT1,25.7
769,2019/12/24,0.0,Right,38,13,AT1,
770,2019/12/25,0.0,Right,38,14,AT1,
771,2019/12/26,0.0,Right,38,15,AT1,
772,2019/12/27,100.0,Right,38,16,AT1,45.1
773,2019/12/28,100.0,Right,38,17,AT1,
774,2019/12/29,0.0,Right,38,18,AT1,
775,2019/12/30,100.0,Right,38,19,AT1,68.7
776,2019/12/31,100.0,Right,38,20,AT1,67.4
777,2020/01/01,100.0,Right,38,21,AT1,
778,2020/01/02,100.0,Right,38,22,AT1,108.1
779,2020/01/03,100.0,Right,38,23,AT1,114.9
780,2020/01/04,100.0,Right,38,24,AT1,
781,2020/01/05,100.0,Right,38,25,AT1,
782,2020/01/06,100.0,Right,38,26,AT1,131.4
783,2020/01/07,100.0,Right,38,27,AT1,
784,2020/01/08,50.0,Right,38,28,AT1,130.0
785,2020/01/09,50.0,Right,38,29,AT1,
786,2020/01/10,100.0,Right,38,30,AT1,183.5
787,2020/01/11,100.0,Right,38,31,AT1,
788,2020/01/12,100.0,Right,38,32,AT1,
789,2020/01/13,100.0,Right,38,33,AT1,213.7
790,2020/01/14,100.0,Right,38,34,AT1,
791,2020/01/15,100.0,Right,38,35,AT1,233.9
792,2020/01/16,100.0,Right,38,36,AT1,
793,2020/01/17,100.0,Right,38,37,AT1,245.8
794,2020/01/18,100.0,Right,38,38,AT1,
795,2020/01/19,100.0,Right,38,39,AT1,
796,2020/01/20,50.0,Right,38,40,AT1,210.8
797,2020/01/21,50.0,Right,38,41,AT1,
798,2020/01/22,100.0,Right,38,42,AT1,342.1
799,2020/01/23,100.0,Right,38,43,AT1,
800,2020/01/24,50.0,Right,38,44,AT1,305.3
801,2020/01/25,50.0,Right,38,45,AT1,
802,2020/01/26,50.0,Right,38,46,AT1,
803,2020/01/27,100.0,Right,38,47,AT1,380.3
804,2020/01/28,100.0,Right,38,48,AT1,
805,2020/01/29,50.0,Right,38,49,AT1,370.9
806,2020/01/30,50.0,Right,38,50,AT1,
807,2020/01/31,25.0,Right,38,51,AT1,358.1
808,2020/02/01,25.0,Right,38,52,AT1,
809,2020/02/02,25.0,Right,38,53,AT1,
810,2020/02/03,0.0,Right,38,54,AT1,322.8
811,2020/02/04,0.0,Right,38,55,AT1,
812,2020/02/05,25.0,Right,38,56,AT1,370.8
813,2020/02/06,25.0,Right,38,57,AT1,
814,2020/02/07,50.0,Right,38,58,AT1,385.9
815,2020/02/08,50.0,Right,38,59,AT1,
816,2020/02/09,50.0,Right,38,60,AT1,
817,2020/02/10,100.0,Right,38,61,AT1,476.0
818,2020/02/11,100.0,Right,38,62,AT1,
819,2020/02/12,100.0,Right,38,63,AT1,514.5
820,2020/02/13,100.0,Right,38,64,AT1,
821,2020/02/14,100.0,Right,38,65,AT1,524.2
822,2020/02/15,100.0,Right,38,66,AT1,
823,2020/02/16,100.0,Right,38,67,AT1,
824,2020/02/17,100.0,Right,38,68,AT1,518.1
825,2020/02/18,100.0,Right,38,69,AT1,
826,2020/02/19,100.0,Right,38,70,AT1,644.8
827,2020/02/20,100.0,Right,38,71,AT1,
828,2020/02/21,100.0,Right,38,72,AT1,645.4
829,2020/02/22,100.0,Right,38,73,AT1,
830,2020/02/23,100.0,Right,38,74,AT1,
831,2020/02/24,100.0,Right,38,75,AT1,690.0
832,2020/02/25,100.0,Right,38,76,AT1,
833,2020/02/26,0.0,Right,38,77,AT1,623.3
834,2020/02/27,50.0,Right,38,78,AT1,
835,2020/02/28,50.0,Right,38,79,AT1,808.4
836,2020/02/29,50.0,Right,38,80,AT1,
837,2020/03/01,50.0,Right,38,81,AT1,
838,2020/03/02,100.0,Right,38,82,AT1,757.1
839,2020/03/03,100.0,Right,38,83,AT1,
840,2020/03/04,100.0,Right,38,84,AT1,1101.8
841,2020/03/05,100.0,Right,38,85,AT1,
842,2020/03/06,X,Right,38,86,AT1,1348.9
843,2020/03/07,X,Right,38,87,AT1,
844,2020/03/08,X,Right,38,88,AT1,
845,2020/03/09,X,Right,38,89,AT1,
846,2020/03/10,X,Right,38,90,AT1,
847,2020/03/11,X,Right,38,91,AT1,
848,2020/03/12,X,Right,38,92,AT1,
849,2020/03/13,X,Right,38,93,AT1,
850,2020/03/14,X,Right,38,94,AT1,
851,2020/03/15,X,Right,38,95,AT1,
852,2020/03/16,X,Right,38,96,AT1,
853,2020/03/17,X,Right,38,97,AT1,
854,2020/03/18,X,Right,38,98,AT1,
855,2020/03/19,X,Right,38,99,AT1,
856,2020/03/20,X,Right,38,100,AT1,
857,2020/03/21,X,Right,38,101,AT1,
858,2020/03/22,X,Right,38,102,AT1,
859,2020/03/23,X,Right,38,103,AT1,
860,2020/03/24,X,Right,38,104,AT1,
861,2020/03/25,X,Right,38,105,AT1,
862,2020/03/26,X,Right,38,106,AT1,
863,2020/03/27,X,Right,38,107,AT1,
864,2019/12/11,0.0,Right,39,0,Math,0.0
865,2019/12/12,0.0,Right,39,1,Math,
866,2019/12/13,0.0,Right,39,2,Math,0.0
867,2019/12/14,0.0,Right,39,3,Math,
868,2019/12/15,0.0,Right,39,4,Math,
869,2019/12/16,0.0,Right,39,5,Math,0.0
870,2019/12/17,0.0,Right,39,6,Math,
871,2019/12/18,0.0,Right,39,7,Math,0.0
872,2019/12/19,0.0,Right,39,8,Math,
873,2019/12/20,0.0,Right,39,9,Math,0.0
874,2019/12/21,0.0,Right,39,10,Math,
875,2019/12/22,0.0,Right,39,11,Math,
876,2019/12/23,0.0,Right,39,12,Math,0.0
877,2019/12/24,0.0,Right,39,13,Math,
878,2019/12/25,0.0,Right,39,14,Math,
879,2019/12/26,0.0,Right,39,15,Math,
880,2019/12/27,100.0,Right,39,16,Math,42.5
881,2019/12/28,100.0,Right,39,17,Math,
882,2019/12/29,0.0,Right,39,18,Math,
883,2019/12/30,100.0,Right,39,19,Math,40.8
884,2019/12/31,100.0,Right,39,20,Math,45.2
885,2020/01/01,100.0,Right,39,21,Math,
886,2020/01/02,100.0,Right,39,22,Math,67.3
887,2020/01/03,100.0,Right,39,23,Math,54.1
888,2020/01/04,100.0,Right,39,24,Math,
889,2020/01/05,100.0,Right,39,25,Math,
890,2020/01/06,100.0,Right,39,26,Math,88.1
891,2020/01/07,100.0,Right,39,27,Math,
892,2020/01/08,100.0,Right,39,28,Math,87.2
893,2020/01/09,100.0,Right,39,29,Math,
894,2020/01/10,0.0,Right,39,30,Math,89.5
895,2020/01/11,0.0,Right,39,31,Math,
896,2020/01/12,0.0,Right,39,32,Math,
897,2020/01/13,0.0,Right,39,33,Math,99.3
898,2020/01/14,0.0,Right,39,34,Math,
899,2020/01/15,100.0,Right,39,35,Math,198.9
900,2020/01/16,100.0,Right,39,36,Math,
901,2020/01/17,100.0,Right,39,37,Math,124.9
902,2020/01/18,100.0,Right,39,38,Math,
903,2020/01/19,100.0,Right,39,39,Math,
904,2020/01/20,100.0,Right,39,40,Math,161.7
905,2020/01/21,100.0,Right,39,41,Math,
906,2020/01/22,100.0,Right,39,42,Math,243.0
907,2020/01/23,100.0,Right,39,43,Math,
908,2020/01/24,100.0,Right,39,44,Math,185.0
909,2020/01/25,100.0,Right,39,45,Math,
910,2020/01/26,100.0,Right,39,46,Math,
911,2020/01/27,100.0,Right,39,47,Math,242.9
912,2020/01/28,100.0,Right,39,48,Math,
913,2020/01/29,0.0,Right,39,49,Math,259.5
914,2020/01/30,0.0,Right,39,50,Math,
915,2020/01/31,100.0,Right,39,51,Math,332.3
916,2020/02/01,100.0,Right,39,52,Math,
917,2020/02/02,100.0,Right,39,53,Math,
918,2020/02/03,100.0,Right,39,54,Math,448.5
919,2020/02/04,100.0,Right,39,55,Math,
920,2020/02/05,0.0,Right,39,56,Math,445.8
921,2020/02/06,0.0,Right,39,57,Math,
922,2020/02/07,0.0,Right,39,58,Math,349.8
923,2020/02/08,0.0,Right,39,59,Math,
924,2020/02/09,0.0,Right,39,60,Math,
925,2020/02/10,0.0,Right,39,61,Math,284.8
926,2020/02/11,0.0,Right,39,62,Math,
927,2020/02/12,100.0,Right,39,63,Math,450.4
928,2020/02/13,100.0,Right,39,64,Math,
929,2020/02/14,0.0,Right,39,65,Math,426.1
930,2020/02/15,0.0,Right,39,66,Math,
931,2020/02/16,0.0,Right,39,67,Math,
932,2020/02/17,0.0,Right,39,68,Math,438.5
933,2020/02/18,0.0,Right,39,69,Math,
934,2020/02/19,100.0,Right,39,70,Math,546.4
935,2020/02/20,100.0,Right,39,71,Math,
936,2020/02/21,100.0,Right,39,72,Math,464.2
937,2020/02/22,100.0,Right,39,73,Math,
938,2020/02/23,100.0,Right,39,74,Math,
939,2020/02/24,100.0,Right,39,75,Math,545.4
940,2020/02/25,100.0,Right,39,76,Math,
941,2020/02/26,100.0,Right,39,77,Math,656.7
942,2020/02/27,100.0,Right,39,78,Math,
943,2020/02/28,100.0,Right,39,79,Math,627.0
944,2020/02/29,100.0,Right,39,80,Math,
945,2020/03/01,100.0,Right,39,81,Math,
946,2020/03/02,100.0,Right,39,82,Math,764.7
947,2020/03/03,100.0,Right,39,83,Math,
948,2020/03/04,0.0,Right,39,84,Math,647.9
949,2020/03/05,0.0,Right,39,85,Math,
950,2020/03/06,0.0,Right,39,86,Math,638.0
951,2020/03/07,0.0,Right,39,87,Math,
952,2020/03/08,0.0,Right,39,88,Math,
953,2020/03/09,100.0,Right,39,89,Math,912.9
954,2020/03/10,100.0,Right,39,90,Math,
955,2020/03/11,100.0,Right,39,91,Math,832.4
956,2020/03/12,100.0,Right,39,92,Math,
957,2020/03/13,100.0,Right,39,93,Math,883.3
958,2020/03/14,100.0,Right,39,94,Math,
959,2020/03/15,100.0,Right,39,95,Math,
960,2020/03/16,0.0,Right,39,96,Math,808.6
961,2020/03/17,0.0,Right,39,97,Math,
962,2020/03/18,100.0,Right,39,98,Math,1040.1
963,2020/03/19,100.0,Right,39,99,Math,
964,2020/03/20,100.0,Right,39,100,Math,918.4
965,2020/03/21,100.0,Right,39,101,Math,
966,2020/03/22,100.0,Right,39,102,Math,
967,2020/03/23,100.0,Right,39,103,Math,1094.5
968,2020/03/24,100.0,Right,39,104,Math,
969,2020/03/25,100.0,Right,39,105,Math,1136.1
970,2020/03/26,100.0,Right,39,106,Math,
971,2020/03/27,X,Right,39,107,Math,1217.5
972,2019/12/11,0.0,Right,40,0,AT2,31.9
973,2019/12/12,0.0,Right,40,1,AT2,
974,2019/12/13,0.0,Right,40,2,AT2,74.8
975,2019/12/14,0.0,Right,40,3,AT2,
976,2019/12/15,0.0,Right,40,4,AT2,
977,2019/12/16,0.0,Right,40,5,AT2,24.3
978,2019/12/17,0.0,Right,40,6,AT2,
979,2019/12/18,0.0,Right,40,7,AT2,43.6
980,2019/12/19,0.0,Right,40,8,AT2,
981,2019/12/20,0.0,Right,40,9,AT2,40.4
982,2019/12/21,0.0,Right,40,10,AT2,
983,2019/12/22,0.0,Right,40,11,AT2,
984,2019/12/23,0.0,Right,40,12,AT2,34.0
985,2019/12/24,0.0,Right,40,13,AT2,
986,2019/12/25,0.0,Right,40,14,AT2,
987,2019/12/26,0.0,Right,40,15,AT2,
988,2019/12/27,100.0,Right,40,16,AT2,33.7
989,2019/12/28,100.0,Right,40,17,AT2,
990,2019/12/29,0.0,Right,40,18,AT2,
991,2019/12/30,100.0,Right,40,19,AT2,45.6
992,2019/12/31,100.0,Right,40,20,AT2,47.9
993,2020/01/01,100.0,Right,40,21,AT2,
994,2020/01/02,100.0,Right,40,22,AT2,52.0
995,2020/01/03,0.0,Right,40,23,AT2,52.3
996,2020/01/04,0.0,Right,40,24,AT2,
997,2020/01/05,0.0,Right,40,25,AT2,
998,2020/01/06,100.0,Right,40,26,AT2,91.7
999,2020/01/07,100.0,Right,40,27,AT2,
1000,2020/01/08,0.0,Right,40,28,AT2,99.5
1001,2020/01/09,0.0,Right,40,29,AT2,
1002,2020/01/10,100.0,Right,40,30,AT2,139.0
1003,2020/01/11,100.0,Right,40,31,AT2,
1004,2020/01/12,100.0,Right,40,32,AT2,
1005,2020/01/13,0.0,Right,40,33,AT2,152.8
1006,2020/01/14,0.0,Right,40,34,AT2,
1007,2020/01/15,0.0,Right,40,35,AT2,156.3
1008,2020/01/16,0.0,Right,40,36,AT2,
1009,2020/01/17,100.0,Right,40,37,AT2,135.4
1010,2020/01/18,100.0,Right,40,38,AT2,
1011,2020/01/19,0.0,Right,40,39,AT2,
1012,2020/01/20,0.0,Right,40,40,AT2,136.6
1013,2020/01/21,0.0,Right,40,41,AT2,
1014,2020/01/22,100.0,Right,40,42,AT2,177.6
1015,2020/01/23,100.0,Right,40,43,AT2,
1016,2020/01/24,0.0,Right,40,44,AT2,189.0
1017,2020/01/25,0.0,Right,40,45,AT2,
1018,2020/01/26,0.0,Right,40,46,AT2,
1019,2020/01/27,100.0,Right,40,47,AT2,291.4
1020,2020/01/28,100.0,Right,40,48,AT2,
1021,2020/01/29,100.0,Right,40,49,AT2,408.6
1022,2020/01/30,100.0,Right,40,50,AT2,
1023,2020/01/31,0.0,Right,40,51,AT2,385.5
1024,2020/02/01,0.0,Right,40,52,AT2,
1025,2020/02/02,0.0,Right,40,53,AT2,
1026,2020/02/03,0.0,Right,40,54,AT2,366.9
1027,2020/02/04,0.0,Right,40,55,AT2,
1028,2020/02/05,100.0,Right,40,56,AT2,393.0
1029,2020/02/06,100.0,Right,40,57,AT2,
1030,2020/02/07,100.0,Right,40,58,AT2,389.6
1031,2020/02/08,100.0,Right,40,59,AT2,
1032,2020/02/09,100.0,Right,40,60,AT2,
1033,2020/02/10,100.0,Right,40,61,AT2,578.2
1034,2020/02/11,100.0,Right,40,62,AT2,
1035,2020/02/12,100.0,Right,40,63,AT2,721.4
1036,2020/02/13,100.0,Right,40,64,AT2,
1037,2020/02/14,0.0,Right,40,65,AT2,600.9
1038,2020/02/15,0.0,Right,40,66,AT2,
1039,2020/02/16,0.0,Right,40,67,AT2,
1040,2020/02/17,100.0,Right,40,68,AT2,977.3
1041,2020/02/18,100.0,Right,40,69,AT2,
1042,2020/02/19,100.0,Right,40,70,AT2,1203.5
1043,2020/02/20,100.0,Right,40,71,AT2,
1044,2020/02/21,100.0,Right,40,72,AT2,1616.5
1045,2020/02/22,100.0,Right,40,73,AT2,
1046,2020/02/23,100.0,Right,40,74,AT2,
1047,2020/02/24,0.0,Right,40,75,AT2,1135.9
1048,2020/02/25,0.0,Right,40,76,AT2,
1049,2020/02/26,0.0,Right,40,77,AT2,1773.9
1050,2020/02/27,X,Right,40,78,AT2,
1051,2020/02/28,X,Right,40,79,AT2,1769.4
1052,2020/02/29,X,Right,40,80,AT2,
1053,2020/03/01,X,Right,40,81,AT2,
1054,2020/03/02,X,Right,40,82,AT2,
1055,2020/03/03,X,Right,40,83,AT2,
1056,2020/03/04,X,Right,40,84,AT2,
1057,2020/03/05,X,Right,40,85,AT2,
1058,2020/03/06,X,Right,40,86,AT2,
1059,2020/03/07,X,Right,40,87,AT2,
