,Confluence,Date,DrugConcentration,InitialCellNumber,ReplicateId,SeedingDensity,Time,WellId,CollectionFrequency,TimeInDays,CellLine
247,99.982175,5/18/2019 4:46:00 PM,1,75000,3,highDensity,5.784722222222208,F3,3,6,OVCAR4
248,98.86445,5/18/2019 4:46:00 PM,10,75000,3,highDensity,5.784722222222208,F4,3,6,OVCAR4
249,84.6637,5/18/2019 4:46:00 PM,25,75000,3,highDensity,5.784722222222208,F5,3,6,OVCAR4
250,81.77586500000001,5/18/2019 4:46:00 PM,50,75000,3,highDensity,5.784722222222208,F6,3,6,OVCAR4
251,62.644045,5/18/2019 4:46:00 PM,100,75000,3,highDensity,5.784722222222208,F7,3,6,OVCAR4
252,80.02694,5/19/2019 12:13:00 PM,0,5000,1,lowDensity,6.595138888888875,A2,3,7,OVCAR4
253,67.67566500000001,5/19/2019 12:13:00 PM,1,5000,1,lowDensity,6.595138888888875,A3,3,7,OVCAR4
254,18.339604,5/19/2019 12:13:00 PM,10,5000,1,lowDensity,6.595138888888875,A4,3,7,OVCAR4
255,12.5210155,5/19/2019 12:13:00 PM,25,5000,1,lowDensity,6.595138888888875,A5,3,7,OVCAR4
256,12.322381,5/19/2019 12:13:00 PM,50,5000,1,lowDensity,6.595138888888875,A6,3,7,OVCAR4
257,6.940796,5/19/2019 12:13:00 PM,100,5000,1,lowDensity,6.595138888888875,A7,3,7,OVCAR4
258,88.917625,5/19/2019 12:13:00 PM,0,5000,2,lowDensity,6.595138888888875,B2,3,7,OVCAR4
259,88.532285,5/19/2019 12:13:00 PM,1,5000,2,lowDensity,6.595138888888875,B3,3,7,OVCAR4
260,36.674785,5/19/2019 12:13:00 PM,10,5000,2,lowDensity,6.595138888888875,B4,3,7,OVCAR4
261,21.0840505,5/19/2019 12:13:00 PM,25,5000,2,lowDensity,6.595138888888875,B5,3,7,OVCAR4
262,26.0294245,5/19/2019 12:13:00 PM,50,5000,2,lowDensity,6.595138888888875,B6,3,7,OVCAR4
263,7.402470999999999,5/19/2019 12:13:00 PM,100,5000,2,lowDensity,6.595138888888875,B7,3,7,OVCAR4
264,92.33425,5/19/2019 12:13:00 PM,0,5000,3,lowDensity,6.595138888888875,C2,3,7,OVCAR4
265,92.463905,5/19/2019 12:13:00 PM,1,5000,3,lowDensity,6.595138888888875,C3,3,7,OVCAR4
266,38.176875,5/19/2019 12:13:00 PM,10,5000,3,lowDensity,6.595138888888875,C4,3,7,OVCAR4
267,23.083535,5/19/2019 12:13:00 PM,25,5000,3,lowDensity,6.595138888888875,C5,3,7,OVCAR4
268,30.396925,5/19/2019 12:13:00 PM,50,5000,3,lowDensity,6.595138888888875,C6,3,7,OVCAR4
269,14.840025,5/19/2019 12:13:00 PM,100,5000,3,lowDensity,6.595138888888875,C7,3,7,OVCAR4
270,99.99999,5/19/2019 12:13:00 PM,0,75000,1,highDensity,6.595138888888875,D2,3,7,OVCAR4
271,99.99999,5/19/2019 12:13:00 PM,1,75000,1,highDensity,6.595138888888875,D3,3,7,OVCAR4
272,99.937765,5/19/2019 12:13:00 PM,10,75000,1,highDensity,6.595138888888875,D4,3,7,OVCAR4
273,95.04549,5/19/2019 12:13:00 PM,25,75000,1,highDensity,6.595138888888875,D5,3,7,OVCAR4
274,85.818325,5/19/2019 12:13:00 PM,50,75000,1,highDensity,6.595138888888875,D6,3,7,OVCAR4
275,58.80138,5/19/2019 12:13:00 PM,100,75000,1,highDensity,6.595138888888875,D7,3,7,OVCAR4
276,99.992155,5/19/2019 12:13:00 PM,0,75000,2,highDensity,6.595138888888875,E2,3,7,OVCAR4
277,99.99903,5/19/2019 12:13:00 PM,1,75000,2,highDensity,6.595138888888875,E3,3,7,OVCAR4
278,99.44284,5/19/2019 12:13:00 PM,10,75000,2,highDensity,6.595138888888875,E4,3,7,OVCAR4
279,80.091625,5/19/2019 12:13:00 PM,25,75000,2,highDensity,6.595138888888875,E5,3,7,OVCAR4
280,88.44903,5/19/2019 12:13:00 PM,50,75000,2,highDensity,6.595138888888875,E6,3,7,OVCAR4
281,53.72537,5/19/2019 12:13:00 PM,100,75000,2,highDensity,6.595138888888875,E7,3,7,OVCAR4
282,99.84979,5/19/2019 12:13:00 PM,0,75000,3,highDensity,6.595138888888875,F2,3,7,OVCAR4
283,99.995535,5/19/2019 12:13:00 PM,1,75000,3,highDensity,6.595138888888875,F3,3,7,OVCAR4
284,87.993335,5/19/2019 12:13:00 PM,10,75000,3,highDensity,6.595138888888875,F4,3,7,OVCAR4
285,73.420965,5/19/2019 12:13:00 PM,25,75000,3,highDensity,6.595138888888875,F5,3,7,OVCAR4
286,67.16479,5/19/2019 12:13:00 PM,50,75000,3,highDensity,6.595138888888875,F6,3,7,OVCAR4
287,37.76447,5/19/2019 12:13:00 PM,100,75000,3,highDensity,6.595138888888875,F7,3,7,OVCAR4
288,93.61549,5/20/2019 4:46:00 PM,0,5000,1,lowDensity,7.784722222222208,A2,3,8,OVCAR4
289,83.28657999999999,5/20/2019 4:46:00 PM,1,5000,1,lowDensity,7.784722222222208,A3,3,8,OVCAR4
290,20.4827705,5/20/2019 4:46:00 PM,10,5000,1,lowDensity,7.784722222222208,A4,3,8,OVCAR4
291,13.6467005,5/20/2019 4:46:00 PM,25,5000,1,lowDensity,7.784722222222208,A5,3,8,OVCAR4
292,14.7796805,5/20/2019 4:46:00 PM,50,5000,1,lowDensity,7.784722222222208,A6,3,8,OVCAR4
293,7.591832500000001,5/20/2019 4:46:00 PM,100,5000,1,lowDensity,7.784722222222208,A7,3,8,OVCAR4
294,97.6511,5/20/2019 4:46:00 PM,0,5000,2,lowDensity,7.784722222222208,B2,3,8,OVCAR4
295,94.61283,5/20/2019 4:46:00 PM,1,5000,2,lowDensity,7.784722222222208,B3,3,8,OVCAR4
296,40.197165000000005,5/20/2019 4:46:00 PM,10,5000,2,lowDensity,7.784722222222208,B4,3,8,OVCAR4
297,23.05654,5/20/2019 4:46:00 PM,25,5000,2,lowDensity,7.784722222222208,B5,3,8,OVCAR4
298,27.6934145,5/20/2019 4:46:00 PM,50,5000,2,lowDensity,7.784722222222208,B6,3,8,OVCAR4
299,5.3591245,5/20/2019 4:46:00 PM,100,5000,2,lowDensity,7.784722222222208,B7,3,8,OVCAR4
300,96.918615,5/20/2019 4:46:00 PM,0,5000,3,lowDensity,7.784722222222208,C2,3,8,OVCAR4
301,97.408755,5/20/2019 4:46:00 PM,1,5000,3,lowDensity,7.784722222222208,C3,3,8,OVCAR4
302,39.873470000000005,5/20/2019 4:46:00 PM,10,5000,3,lowDensity,7.784722222222208,C4,3,8,OVCAR4
303,24.05364,5/20/2019 4:46:00 PM,25,5000,3,lowDensity,7.784722222222208,C5,3,8,OVCAR4
304,27.53904,5/20/2019 4:46:00 PM,50,5000,3,lowDensity,7.784722222222208,C6,3,8,OVCAR4
305,13.469685,5/20/2019 4:46:00 PM,100,5000,3,lowDensity,7.784722222222208,C7,3,8,OVCAR4
306,99.99999,5/20/2019 4:46:00 PM,0,75000,1,highDensity,7.784722222222208,D2,3,8,OVCAR4
307,99.998265,5/20/2019 4:46:00 PM,1,75000,1,highDensity,7.784722222222208,D3,3,8,OVCAR4
308,99.926715,5/20/2019 4:46:00 PM,10,75000,1,highDensity,7.784722222222208,D4,3,8,OVCAR4
309,96.24296,5/20/2019 4:46:00 PM,25,75000,1,highDensity,7.784722222222208,D5,3,8,OVCAR4
310,87.787725,5/20/2019 4:46:00 PM,50,75000,1,highDensity,7.784722222222208,D6,3,8,OVCAR4
311,59.926460000000006,5/20/2019 4:46:00 PM,100,75000,1,highDensity,7.784722222222208,D7,3,8,OVCAR4
312,99.99813,5/20/2019 4:46:00 PM,0,75000,2,highDensity,7.784722222222208,E2,3,8,OVCAR4
313,99.99999,5/20/2019 4:46:00 PM,1,75000,2,highDensity,7.784722222222208,E3,3,8,OVCAR4
314,99.53315,5/20/2019 4:46:00 PM,10,75000,2,highDensity,7.784722222222208,E4,3,8,OVCAR4
315,79.69546,5/20/2019 4:46:00 PM,25,75000,2,highDensity,7.784722222222208,E5,3,8,OVCAR4
316,89.523825,5/20/2019 4:46:00 PM,50,75000,2,highDensity,7.784722222222208,E6,3,8,OVCAR4
317,51.909435,5/20/2019 4:46:00 PM,100,75000,2,highDensity,7.784722222222208,E7,3,8,OVCAR4
318,99.98463,5/20/2019 4:46:00 PM,0,75000,3,highDensity,7.784722222222208,F2,3,8,OVCAR4
319,99.994675,5/20/2019 4:46:00 PM,1,75000,3,highDensity,7.784722222222208,F3,3,8,OVCAR4
320,84.630115,5/20/2019 4:46:00 PM,10,75000,3,highDensity,7.784722222222208,F4,3,8,OVCAR4
321,75.34214,5/20/2019 4:46:00 PM,25,75000,3,highDensity,7.784722222222208,F5,3,8,OVCAR4
322,63.95944,5/20/2019 4:46:00 PM,50,75000,3,highDensity,7.784722222222208,F6,3,8,OVCAR4
323,39.76803,5/20/2019 4:46:00 PM,100,75000,3,highDensity,7.784722222222208,F7,3,8,OVCAR4
324,97.039715,5/21/2019 4:49:00 PM,0,5000,1,lowDensity,8.786805555555542,A2,3,9,OVCAR4
325,91.47121,5/21/2019 4:49:00 PM,1,5000,1,lowDensity,8.786805555555542,A3,3,9,OVCAR4
326,24.7554475,5/21/2019 4:49:00 PM,10,5000,1,lowDensity,8.786805555555542,A4,3,9,OVCAR4
327,18.3774945,5/21/2019 4:49:00 PM,25,5000,1,lowDensity,8.786805555555542,A5,3,9,OVCAR4
328,17.509101,5/21/2019 4:49:00 PM,50,5000,1,lowDensity,8.786805555555542,A6,3,9,OVCAR4
329,9.186524,5/21/2019 4:49:00 PM,100,5000,1,lowDensity,8.786805555555542,A7,3,9,OVCAR4
330,99.574285,5/21/2019 4:49:00 PM,0,5000,2,lowDensity,8.786805555555542,B2,3,9,OVCAR4
331,97.29972,5/21/2019 4:49:00 PM,1,5000,2,lowDensity,8.786805555555542,B3,3,9,OVCAR4
332,45.32684,5/21/2019 4:49:00 PM,10,5000,2,lowDensity,8.786805555555542,B4,3,9,OVCAR4
333,26.48273,5/21/2019 4:49:00 PM,25,5000,2,lowDensity,8.786805555555542,B5,3,9,OVCAR4
334,31.115175,5/21/2019 4:49:00 PM,50,5000,2,lowDensity,8.786805555555542,B6,3,9,OVCAR4
335,6.0905705,5/21/2019 4:49:00 PM,100,5000,2,lowDensity,8.786805555555542,B7,3,9,OVCAR4
336,98.725995,5/21/2019 4:49:00 PM,0,5000,3,lowDensity,8.786805555555542,C2,3,9,OVCAR4
337,99.21264,5/21/2019 4:49:00 PM,1,5000,3,lowDensity,8.786805555555542,C3,3,9,OVCAR4
338,46.164205,5/21/2019 4:49:00 PM,10,5000,3,lowDensity,8.786805555555542,C4,3,9,OVCAR4
339,26.849400000000003,5/21/2019 4:49:00 PM,25,5000,3,lowDensity,8.786805555555542,C5,3,9,OVCAR4
340,28.463265,5/21/2019 4:49:00 PM,50,5000,3,lowDensity,8.786805555555542,C6,3,9,OVCAR4
341,15.017035,5/21/2019 4:49:00 PM,100,5000,3,lowDensity,8.786805555555542,C7,3,9,OVCAR4
342,99.99999,5/21/2019 4:49:00 PM,0,75000,1,highDensity,8.786805555555542,D2,3,9,OVCAR4
343,99.99903,5/21/2019 4:49:00 PM,1,75000,1,highDensity,8.786805555555542,D3,3,9,OVCAR4
344,99.9811,5/21/2019 4:49:00 PM,10,75000,1,highDensity,8.786805555555542,D4,3,9,OVCAR4
345,97.567145,5/21/2019 4:49:00 PM,25,75000,1,highDensity,8.786805555555542,D5,3,9,OVCAR4
346,88.77217,5/21/2019 4:49:00 PM,50,75000,1,highDensity,8.786805555555542,D6,3,9,OVCAR4
347,61.7109,5/21/2019 4:49:00 PM,100,75000,1,highDensity,8.786805555555542,D7,3,9,OVCAR4
348,99.992645,5/21/2019 4:49:00 PM,0,75000,2,highDensity,8.786805555555542,E2,3,9,OVCAR4
349,99.99495,5/21/2019 4:49:00 PM,1,75000,2,highDensity,8.786805555555542,E3,3,9,OVCAR4
350,99.906195,5/21/2019 4:49:00 PM,10,75000,2,highDensity,8.786805555555542,E4,3,9,OVCAR4
351,83.984365,5/21/2019 4:49:00 PM,25,75000,2,highDensity,8.786805555555542,E5,3,9,OVCAR4
352,91.434495,5/21/2019 4:49:00 PM,50,75000,2,highDensity,8.786805555555542,E6,3,9,OVCAR4
353,58.6033,5/21/2019 4:49:00 PM,100,75000,2,highDensity,8.786805555555542,E7,3,9,OVCAR4
354,99.99754,5/21/2019 4:49:00 PM,0,75000,3,highDensity,8.786805555555542,F2,3,9,OVCAR4
355,99.998025,5/21/2019 4:49:00 PM,1,75000,3,highDensity,8.786805555555542,F3,3,9,OVCAR4
356,86.48226,5/21/2019 4:49:00 PM,10,75000,3,highDensity,8.786805555555542,F4,3,9,OVCAR4
357,82.3076,5/21/2019 4:49:00 PM,25,75000,3,highDensity,8.786805555555542,F5,3,9,OVCAR4
358,70.74788000000001,5/21/2019 4:49:00 PM,50,75000,3,highDensity,8.786805555555542,F6,3,9,OVCAR4
359,47.396765,5/21/2019 4:49:00 PM,100,75000,3,highDensity,8.786805555555542,F7,3,9,OVCAR4
