,r,K,v,d_A,alpha,phi,n,EC50,SSR
0,0.4720442146773021,98.22257905907536,2.415577567320545,0.124950221642528,0.6645735840155903,1.4051901361679031,3.0746596739127936,11.593811078554928,199.30226128124127
1,0.4645003880998737,96.40333802478362,2.928977053917412,0.1350969461845466,0.6689206509297795,1.610614869126636,3.7391387523948927,11.369886844050958,219.8411481866054
2,0.4721019131106106,100.0,2.425886361627502,0.1402176543142629,0.6756341951960969,1.6058982196223286,1.785676449790753,13.032251087220883,247.07082232747638
3,0.4570839983349986,95.2797749361524,3.685668248375325,0.1536539654619367,0.6269224970645326,1.3760948031014206,4.46717028403004,10.885522201243568,247.67760956744252
4,0.4656875795856864,99.42996866711142,2.508053987048803,0.2073696344174298,0.6181519942218712,1.85653428083544,9.195904070808501,10.412109819767528,302.36373576990553
5,0.4683429814298771,100.0,2.558584766556068,0.1567878557031176,0.6555017901602453,1.6412074868159097,2.067868222426528,12.82853357052959,220.87633822020376
6,0.4758505858685691,100.0,2.276333127748173,0.1281463763667094,0.6572127665392451,1.3467921060915096,3.067829472739522,11.421681548494941,272.10537156969065
7,0.4631011665228831,100.0,2.675939694325587,0.2870640796619534,0.5821931510802292,1.9999999999997684,5.353173453521732,10.504982932143596,155.30732897307826
8,0.4620525854794178,92.0258595175584,3.776682514416609,0.141901152047721,0.6441385702455984,1.4019532780657966,9.527227944927374,10.424674644253495,261.2365934181206
9,0.4689215560667329,95.96483684797154,2.852907688513959,0.1331741467691676,0.6588478307899286,1.4304331462842543,2.1716999964365384,11.920697173511327,163.71260723057918
10,0.4761389831540397,100.0,2.258309521662896,0.1251360502524515,0.6584314863590551,1.2599543955436407,1.8299394614787972,12.731957802448182,150.15291251804786
11,0.4624388829277491,100.0,2.732722204586215,0.2023875423205045,0.6099966506617818,1.5587988525084246,3.269247982366163,11.555629144133492,293.3825504598697
12,0.4613467843859296,99.694177209216,2.818405287741367,0.1314677483013322,0.6641796418319725,1.476960423126474,2.5978528502014444,12.142935016802511,219.01279351448557
13,0.4692421474579364,95.9920107038811,2.615806843615404,0.1013047250524828,0.7121959173439574,1.4206097479735784,1.9529469784137552,12.797087393699627,202.56941753739852
14,0.4712828504124954,94.37391314900854,2.9159167285323857,0.2137123152014498,0.6114199674685591,1.546263202115674,1.9057023959524781,12.010169503331115,283.895354537713
15,0.4728286277839466,99.95872381724942,2.312763450911304,0.2214323094097477,0.6073252111225205,1.7931766053827871,9.082332923195716,10.445601837172715,155.33412937898737
16,0.4666974450691317,92.62681920922488,3.2273135049112,0.1848738278520397,0.6134778292047508,1.61516671046045,7.646564064288895,10.54057987429978,203.09361056486875
17,0.4832690550122809,99.99999999999996,2.092459095930765,0.1407954708726079,0.6660280635053756,1.5170444612069902,1.914912005956199,12.86364092732069,298.4292872735297
18,0.4635744823251297,94.64706433937194,3.682541343567079,0.1205908089867139,0.6433013547407853,1.1917193473729366,2.9432141987892844,11.909800585230442,211.58003150388987
19,0.4739528448319998,100.0,2.466823409784886,0.1686246681194236,0.628142058920134,1.5536425064870094,9.293307476956787,10.367944993282348,240.14891005246852
20,0.4697541053064941,98.27768773697564,2.7392548498646665,0.2363998747858304,0.5953039838637171,1.706876772708965,8.453597298746837,10.26700829976605,241.47525912388
21,0.4561409223263801,97.09116194679444,3.4503634062321327,0.141333363786643,0.6747816929026655,1.6150703879320885,1.8862739152032932,12.893494254971836,202.3918551425598
22,0.4768053147307802,98.56843558103172,2.5024373901045065,0.3222565762067019,0.5712418032078385,1.8611171469223016,3.1181754722305604,10.97637557433982,348.4620771264184
23,0.473098382958961,98.19717713515772,2.772407330845916,0.3128051168861985,0.5805719553460854,2.0,2.013047228278556,11.056427365873864,229.1927413168894
24,0.4625193636940961,99.99999999999744,3.00299822791604,0.2912007079040596,0.5823235307973214,1.999999999998159,5.03355891405085,10.487454730640973,191.6304618074653
25,0.4578454869654081,98.19630160594878,2.799131801648848,0.1332101426420341,0.6566008588713631,1.3331315771938337,2.4250195765835167,11.881586082628779,193.75933025304397
26,0.4722252112551617,99.61142004506976,2.699600338599028,0.2616358107466871,0.5849539868901704,1.8472476894662204,8.207042886268185,10.24306717733397,318.61221924299815
27,0.4737897740374069,100.0,2.303144138939212,0.1977361079415631,0.6016850786463087,1.227090842574431,1.9097370515608019,12.547040335466708,226.39047721834092
28,0.4789747397714633,100.0,2.282241464115044,0.1397618130144736,0.6485496301961816,1.349235689308807,2.1641617967097453,12.102601834010382,175.71109725524943
29,0.4639374415250288,99.99999999999996,2.887908334943611,0.2544849961000989,0.5883331424774405,1.716432195221686,2.640898076885804,11.100315827848275,337.5176432545884
30,0.4654701027807116,98.08179946267649,2.6485956155651595,0.1298787079817754,0.6638284579342153,1.472104440174414,2.5428754532160243,11.876780862260665,292.8459885561069
31,0.4645808693706165,97.734569422554,2.9146581434758727,0.135760424464451,0.6584897743869415,1.293182886071337,1.6510339146278123,13.438775762594632,228.2119991895897
32,0.4660739101024871,96.48181819287302,2.71840633971038,0.1882851349988519,0.6162187938407679,1.5356565726967852,9.804513806168215,10.368871145805352,205.7616183040752
33,0.4759832673796938,100.0,2.5374376267223417,0.3027356637168421,0.5818411426115909,1.999999999999997,2.2215674316650182,11.480181217878359,163.5911399725284
