,r,K,v,d_A,alpha,phi,SSR
0,0.4720442146773021,98.22257905907536,2.415577567320545,0.12495022164252804,0.6645735840155903,1.4051901361679031,87.62795187546692
1,0.4645003880998737,96.40333802478362,2.928977053917412,0.1350969461845466,0.6689206509297795,1.610614869126636,105.42317940732806
2,0.4721019131106106,100.0,2.425886361627502,0.14021765431426292,0.6756341951960969,1.6058982196223286,145.3789576413646
3,0.4570839983349986,95.2797749361524,3.685668248375325,0.1536539654619367,0.6269224970645326,1.3760948031014206,125.61969983802713
4,0.4656875795856864,99.42996866711142,2.508053987048803,0.20736963441742987,0.6181519942218712,1.8565342808354401,153.89657568284096
5,0.4683429814298771,100.0,2.5585847665560677,0.15678785570311762,0.6555017901602453,1.6412074868159097,117.35344073501584
6,0.4758505858685691,100.0,2.276333127748173,0.12814637636670947,0.6572127665392451,1.3467921060915096,110.85135961661351
7,0.4631011665228831,100.0,2.675939694325587,0.28706407966195346,0.5821931510802292,1.9999999999997684,160.88823269369777
8,0.4620525854794178,92.0258595175584,3.776682514416609,0.141901152047721,0.6441385702455984,1.4019532780657966,82.89365847097226
9,0.4689215560667329,95.96483684797154,2.852907688513959,0.13317414676916764,0.6588478307899286,1.4304331462842543,91.26623480651362
10,0.4761389831540397,100.0,2.258309521662896,0.12513605025245153,0.6584314863590551,1.2599543955436407,127.98568014316794
11,0.4624388829277491,100.0,2.732722204586215,0.20238754232050454,0.6099966506617818,1.5587988525084246,99.30558783464194
12,0.4613467843859296,99.694177209216,2.818405287741367,0.1314677483013322,0.6641796418319725,1.4769604231264741,150.39138336427897
13,0.4692421474579364,95.9920107038811,2.615806843615404,0.10130472505248289,0.7121959173439574,1.4206097479735784,83.95205593561833
14,0.4712828504124954,94.37391314900854,2.9159167285323857,0.21371231520144987,0.6114199674685591,1.546263202115674,130.3533486558953
15,0.4728286277839466,99.95872381724942,2.3127634509113038,0.22143230940974776,0.6073252111225205,1.7931766053827873,88.26912244250357
