,r,K,v,d_A,alpha,phi,n,EC50,SSR
145,0.6644155020795628,95.99218711722315,1.2757321759395412,0.0421977984326997,1.0,1.441832869275527,1.6033094510318497,9.838711110119263,264.09039055132206
146,0.701405758639725,100.0,1.0917601197666738,0.1289071987883513,0.6995049361511142,1.225648139692817,1.1593646749840225,5.30256867964126,463.40572238719795
147,0.6455154711160329,96.37615993887358,1.480531454441152,0.0524727637578713,0.9144873806662366,1.2831449328624285,1.0749557919353614,8.824023698176527,408.467236520201
148,0.7488063183015023,100.0,0.94336884917025,0.0630363584683561,0.9170895078496066,1.6131314351487125,1.8916820322875445,8.457154888170463,463.53692708354146
149,0.7298777781672106,100.0,1.0321399651242351,0.0305385658351228,1.0,1.1676126289971385,1.0448546824972051,9.499592921526391,485.264880340619
150,0.744007585778088,100.0,0.959708235707245,0.1407815683026605,0.6612628577964644,0.946473512518658,1.1310373904748163,5.2243515202438315,565.5473115172153
151,0.7158237613624578,98.45196982067264,1.0976556719208337,0.125516427915428,0.6572805056652071,0.7523996117657227,0.8908790116804803,4.754388183634119,245.89479586840213
152,0.6704121991630735,96.99596734927503,1.304361467158365,0.1216947795571981,0.6449762729429338,0.7352569299470952,1.5089052741068136,6.2840806782774665,388.5302287611639
153,0.6561944526531545,99.05077367952713,1.29743820367804,0.0478894789194566,0.9973852855669187,1.3781410210394285,1.1522956657312862,9.749332387720163,302.6553290834284
154,0.7519342453277987,98.60764845166484,0.9665245567177332,0.1298397441005111,0.6757321255910014,1.0566565372435992,1.2038361976800385,5.189486142487228,340.1477594937937
155,0.7743246503856285,100.0,0.924900822951922,0.0614143022177563,0.9005034145145834,1.383399598030143,1.14780007103007,7.453995137545266,433.0054931824708
156,0.7631047418575808,98.61828278349152,0.9512737960212716,0.0371047129691608,1.0,1.50080430873059,1.6990297353738404,8.344365400914485,346.756687979532
157,0.7163461833251743,97.6297282549376,1.1131821808688476,0.0585010036691348,0.9133543835455404,1.4502475001868116,1.1125493201619623,7.6877529063981305,340.5746773321181
158,0.7159004024924845,99.30178462146168,1.0609518632777808,0.0468488794294376,1.0,1.5428337953852262,1.299826151660829,8.888725279084268,203.48114997876584
159,0.7579691577901257,100.0,0.9355549213190648,0.1515355314194947,0.6533767542777744,1.3129514705272092,3.3482930237083597,7.921984282575388,305.6874719671429
160,0.6791907430061324,96.66186225326187,1.298057033398496,0.0547551102732662,1.0,1.6355241994923588,1.1340950548128093,7.554232440683767,282.0229084578894
161,0.778296357503895,100.0,0.8713629484275348,0.0867483048176812,0.7065474452814104,0.8867003839849168,1.2029204769770399,6.534913007251428,346.30683642275875
162,0.6994697330828687,100.0,1.063919204410229,0.041421088755923,1.0,1.3789069726835657,1.416308953566608,9.684890413174934,302.0872000678816
163,0.7168197589019543,99.5462530487224,1.018731041730937,0.0440416547778957,1.0,1.3532896882487857,1.238784549162949,8.922410385267149,347.88103515294057
164,0.8069690804202742,99.99999999999793,0.8334536379320832,0.1339954879103627,0.6895156442970191,1.2504263092854364,0.8902830601771404,3.675173177617008,226.21208314586536
165,0.7975522528073719,100.0,0.8427591525018875,0.049400459488431,0.8059913954392991,1.0291022102408596,3.0274054069499443,8.718031112833538,407.8002590657868
166,0.7375034648733786,99.46527126908175,0.9901631769044068,0.0454663471020057,0.9886100803332094,1.448651910925053,1.250970407288559,8.462382965730237,319.2501588371083
167,0.7786068237346689,100.0,0.869920051843744,0.0304550897846038,0.9999999999999986,1.15831929938959,1.0214700937510677,9.355733662465111,364.97847433258767
168,0.7732735865566313,97.84819245516285,0.9445284970751212,0.1258301587386702,0.6570695486822229,0.8899409652423328,1.2500764941821858,6.107676506302067,295.3858802318815
169,0.6764166299104123,100.0,1.1604968316886806,0.0219701226135761,0.9999999999999964,1.0245145879777142,1.1343789415578038,9.258081868780845,487.01703177577167
170,0.7040193404784159,100.0,1.0921581430183185,0.0389478474100584,0.9999999999999992,1.3094934246599168,1.026367462109789,9.51952497643061,260.693002366153
171,0.7554955304242745,100.0,0.9408991225537708,0.083552469111212,0.7646140784676384,1.1241460518102562,1.0251404936081625,5.5496234999224985,408.34908374754724
172,0.6924464946186482,97.55139424602974,1.1809481140188394,0.0424171401605894,0.8642431822030686,1.021798291880479,1.2745248497197237,7.042696068523364,301.9740121268203
173,0.7575175147094261,100.0,0.916537927064378,0.0966407573691002,0.7580906839879519,1.2452987589558364,1.3430736488708523,6.631404956336143,258.3288114696225
174,0.6949720464713837,98.36544497201766,1.1532975737906053,0.0421251460161843,1.0,1.1844479415997635,0.9586994323134703,9.587954280219613,392.973919849882
175,0.8008168076133553,99.99999999999994,0.84978433003607,0.0617730249414258,1.0,1.6276016847784975,0.9197983816151343,8.780329052014329,364.79329842216566
176,0.7234886045046485,99.11167124056333,0.9997983500935804,0.0334663243443021,0.9893681758304996,1.2274507297284345,1.0620555661245727,8.225470522774264,429.9204269809738
177,0.7526436275599566,99.31955552899947,0.9890178288794602,0.0339541659063539,0.99999999999993,1.2208696759856528,0.9058968015443759,8.745821685106556,441.41057204129646
178,0.7272597952126487,99.99999999999989,1.0211292707007995,0.0471299030202454,0.9820388966338888,1.354083308600136,0.9326232476651494,8.651067346869459,466.01689705203603
179,0.7369115195492025,100.0,0.9857585290593336,0.0364723977602175,0.9863919039942942,1.401053253357963,2.0778765515867232,8.770453443884646,470.7148739224425
180,0.7061774196426563,100.0,1.0583218674128247,0.0407291548651892,1.0,1.4207758622049895,1.2139166418665455,8.446168762716454,266.99795081597034
181,0.6880215299734511,98.0870059792126,1.2304685510382822,0.0498506587196216,0.9399346593200748,1.5416179263006786,5.973255070954826,9.137597015315878,258.2097408870146
182,0.747766613190768,99.45455000290772,0.956513818070916,0.0523474589473759,0.9999999999999992,1.363510292311499,0.7113756190946137,7.9581812341623515,338.98312870349554
183,0.6721321230827308,98.4282356157544,1.245359442805234,0.0864833373372315,0.7137260881067633,0.9029043145608928,1.1830239466295065,5.420501549172287,229.8904371719334
184,0.7011573745460041,99.82809981023182,1.1319624910766652,0.0422142980670858,1.0,1.4253221687725406,2.002768645069754,9.564448977663282,276.28187455166153
185,0.7324920204451474,100.0,0.9672094010046286,0.0424847027050649,0.9999999999998184,1.5476819849916073,8.647524552844555,9.774471984116019,364.21785523250014
186,0.676209779127967,100.0,1.1634236835515772,0.0570268942620057,1.0,1.475228450642921,0.7850630604489012,9.562461669865758,233.8372078920714
187,0.7597968893162458,100.0,0.9408927822315124,0.0538359767683952,0.9999999999999049,1.5715136643972576,0.952042931264769,7.709956749719437,366.07781969829387
188,0.6784820637561537,99.69548168266924,1.136598454439013,0.0765653065275939,0.999999999999998,1.7880408776033136,1.1796464221183678,9.74084111059179,331.61375792511336
189,0.7064352844474365,99.64000087344262,1.0695374677704828,0.0803810115547163,0.7555703172468408,1.0831409768918852,1.3185387366014185,6.569947419503275,318.7414990955595
190,0.6486650010663765,99.44941520758428,1.3256168215859454,0.0648365754075546,0.7893068075374785,0.8974710057370504,1.2234494481495857,7.408855516547889,331.36477062096816
191,0.6859203003514592,99.71364422040696,1.1723851631039115,0.0475306267350887,0.8471272957119161,0.950839428640921,1.0656734668646473,7.1052817738673335,389.8927894002092
192,0.680112654390607,100.0,1.172517665208485,0.1431816923269135,0.628800300948189,0.883406448884284,1.45835148968415,5.614925276563999,358.35147870146886
