,r,K,v,alpha0,alpha1,d_A,beta,SSR
111,0.4628186960358593,96.97437809884872,2.9492815324613484,0.6678107772335065,0.6680636643899925,0.8854083467222787,0.0012980736732612196,160.31212595055655
112,0.4800457803055271,99.99999999999883,2.1103863261619766,0.964580220640987,0.573950416482735,0.4524409108034884,7.99809849509908e-11,202.62741260348758
113,0.467029601241436,100.0,2.4783611262125183,0.7850139711334806,0.7849103290797632,0.14940438716946997,2.3202989491412182e-10,204.8400720422988
114,0.4719103802433141,95.3399968476956,2.615338922015184,0.876500430766566,0.5928786462426042,0.5939620829894003,1.2853376258128262e-09,89.16905483951044
115,0.4674136009229373,98.5456845694766,2.6198820010488717,0.8642396494333483,0.6459424900901841,0.26598802164706215,5.728517577381467e-11,136.68680977362686
116,0.4763768711668971,100.0,2.2898421045610324,0.8071025052484365,0.807093757984181,0.11714989535106715,9.964582670425246e-12,68.97968264199741
117,0.4615599123631583,92.815843414205,3.5277228486271874,0.5803559838200798,0.9024485276863194,0.5430835052372013,1.4165890966215323e-09,79.47577344695064
118,0.4708059739403203,100.0,2.495520104546858,0.8824785112378221,0.5944456549159663,0.5158136985126299,5.300896358065988e-09,128.3676480349564
119,0.4709969303754353,100.0,2.471202865643732,0.7991139135697751,0.7990164737943158,0.11515379933921015,3.94371292726162e-11,155.00592320389262
120,0.4661614416499589,98.49793804348042,2.681202079668998,0.77357478316352,0.6264787099486868,0.5219164334737353,0.002066914993408028,97.63704943236607
121,0.4631269482547438,96.47686649290554,2.82115386509424,0.7982417628875502,0.6279045232333138,0.8267733592737362,0.022322188759443747,112.14706891801603
122,0.463143688344915,97.92354728319576,2.879643146355503,0.9830779555335984,0.6018070270449416,0.28484885899965473,6.685726149171406e-11,202.09384366593576
123,0.4700184449968879,97.9140658797518,2.6669170560644635,0.5872953049846268,0.7612146143666637,1.4474257499360663,1.132453884787087e-12,135.96898186888575
124,0.4723255437332765,99.779653718419,2.243528902703389,0.6086388876038635,0.8534589673603948,0.4532190273253953,1.6155414780564675e-10,81.29730475977404
125,0.4684036974581894,96.62323449219484,3.0529582950976297,0.6700465726335518,0.6686821637687288,0.9469134660751598,0.002573586123795141,75.43043622080106
126,0.4725040725141864,100.0,2.291501293163427,0.7050784217693088,0.9999998730868708,0.1451591415859482,0.018524354131215445,104.44233975227446
127,0.4584665036846529,100.0,2.837307584295109,0.9590300094191732,0.5777673339688066,0.4365474402467108,2.6607676135831975e-09,263.69861709150615
128,0.4705599748464807,95.21950610822586,2.731277247814613,0.9030005676884213,0.6375386221518916,0.22980363252229655,1.0407726827251348e-12,149.63278294579305
129,0.4670221348210264,97.6470149104829,2.818349662734396,0.586669073616089,0.8429536887286933,0.6142209476142579,3.062526364062935e-10,95.23078884118318
130,0.4717296030385883,100.0,2.287188516804553,0.6691237315249162,0.6691042478808918,0.7170185664060088,8.177632811214857e-10,134.13888190638468
131,0.4786435576869238,99.69251254096784,2.1698408948937296,0.9177370994934411,0.6029339813986321,0.3998472927105896,1.8730843525970783e-10,152.96645347507462
132,0.4566368210362779,95.29950604802131,3.439850860635976,0.8910476428620995,0.5757454053648273,0.5967201286584316,4.2762999987265575e-10,53.21274793775934
133,0.4714789441497699,100.0,2.479825133480812,0.7434483591982631,0.6375817951530544,0.4857954380098109,1.417849356975131e-08,176.51377804733556
134,0.4580020948572713,96.61172844275724,3.264194971061297,0.9853589791368284,0.6174647265518148,0.2732321204283304,0.00792722910601398,188.26179836200313
135,0.4581709486286737,100.0,2.9237804885391565,0.6473551559672278,0.7303698959780502,0.558733161038742,2.9132128444830695e-09,172.28343236154674
136,0.4674243117607638,95.94395253649192,2.821972868394776,0.6520725503856585,0.6520439484269015,1.7835545537412463,2.1183453240067127e-24,92.28336227319426
137,0.4595185869604883,95.84908770440168,2.968816170786511,0.5928591496332217,0.9054975523981484,0.5446664774746433,1.722979253349926e-09,114.69976572319553
138,0.4685113395186188,93.89249850187592,3.123766230668997,0.942028994375711,0.564309168277656,0.5269549653619959,2.6944659294117455e-09,156.4020809485971
139,0.4855507836215807,100.0,2.05864508083342,0.8152077208161533,0.6246406139077654,0.416586750817339,7.420709204523686e-10,118.83046391350982
140,0.4707916252511936,96.68886753835685,2.7895107498380582,0.6790751760360674,0.6813442638461081,0.8717257948907793,0.008636098083051503,198.28923147627165
141,0.4626553139426467,97.39175121944024,3.1608488757402826,0.8347790662250827,0.8347526604389744,0.09727784227209976,6.13056587536175e-10,149.16231565028224
142,0.4765498388396432,100.0,2.336726321399169,0.6523689543265275,0.6523588880159655,2.262468816926937,1.5157998245350724e-11,86.1547369419348
143,0.4659482463309894,97.42593317225798,2.768548845959522,0.6671252263651583,0.6671807229958231,0.9958962887365505,2.003681097360348e-10,123.46020436790769
144,0.4672597703143286,98.88446818357242,2.49695854915211,0.70654751395748,0.8710603538754192,0.15687969302210084,0.001965401430338073,193.11825579084348
145,0.4694578427926156,97.18566289725034,2.862615219500793,0.8817908982993858,0.6732160074390037,0.23132412626124052,0.009575713736708893,184.12326304464548
146,0.470354576020387,97.91407438882818,2.7472989874623286,0.6655038020498486,0.6670936094605179,1.343138479807432,0.007874267088099995,125.40050026172634
147,0.4679118425856562,100.0,2.6685078234598065,0.7921927424039994,0.597497196181309,0.8262340714064309,2.240308812832726e-10,103.1710422910835
148,0.4663910646077801,100.0,2.6071498388593946,0.7932322233760903,0.6254351177271184,0.5186668563485941,6.551290549874254e-09,107.65219122074892
149,0.4681644071669455,100.0,2.4711571778017247,0.9414413829157044,0.61671757963948,0.25768229753345506,6.290636279112968e-08,186.65062168588437
150,0.4686515897623289,96.46309569261366,2.890729980272555,0.669127379186683,0.6698782621320961,1.0131394450769995,0.003038951197269988,85.95174076722013
151,0.4655213071964837,96.20973577424058,2.8331538827170983,0.6708075902889853,0.6737311815064948,1.308492329347924,0.00829719846696696,245.21447268956578
152,0.464754073490571,96.0525348404374,2.9458709155950333,0.838595285964414,0.590872002432697,0.5711418595823707,1.6539022435988466e-09,152.4999858662519
153,0.4679749305733638,100.0,2.623855071723167,0.8468885412217393,0.602906818987426,0.500318850423654,5.114175586448312e-09,90.06503370546721
154,0.4610003949612763,96.9110603636618,3.2525219661004474,0.5901493766237834,0.7427879511733978,1.6682680323161647,9.707585287359501e-18,112.6850534758207
155,0.471227705660713,99.83381994859106,2.455675112569039,0.6482566045785009,0.6482594178765896,1.8238679430598026,4.235276447890872e-11,174.2587301053686
156,0.4746763935916651,100.0,2.442251307998014,0.7161515105704177,0.913032179081372,0.12372845281870434,5.4453295831862555e-09,115.16520390086579
157,0.4589653915887383,93.889275437018,3.498405372594181,0.7131932095422233,0.6296587164441214,1.1630089459507615,7.630383899575515e-11,121.87848688949035
158,0.4719722116315576,99.99999999999989,2.4316325847878804,0.6518848737722782,0.6518748840574634,2.2260611500877836,4.999432563818157e-10,109.85137195555811
159,0.4724658411371464,99.9999999999365,2.424956315656955,0.7964880795948635,0.7964420795636656,0.12605299460177044,7.783570398835636e-11,131.62159497892344
160,0.4715818242455189,100.0,2.254413692572677,0.8535787686315802,0.6139349438886512,0.33484464838703687,6.044188011766753e-10,124.01500701469712
161,0.4567605340324618,96.81202988819211,3.325547308533955,0.7387035232315998,0.6204292513927624,0.8119484899858745,1.5469923842566004e-14,94.88950134310298
162,0.4626729079597386,99.28825557276927,2.825896507284582,0.9398780470685034,0.6076805247554163,0.3217876937926622,1.7177903174742102e-11,126.5404945580208
163,0.4775088171839184,100.0,2.2371169800797124,0.6491232011184427,0.6491764280837738,1.868275744333501,1.2378757251156714e-14,139.2712793137842
164,0.4809444647750277,100.0,2.151661243896556,0.6517279954455848,0.6517057033076854,1.412962972701592,2.7836317911619304e-10,118.92123236711494
165,0.4644070415015378,95.24662604489058,3.1719040479713967,0.8648525553976836,0.6238594453019983,0.33527551281751483,1.126606829839532e-08,241.4802481853384
166,0.4637281724751521,100.0,2.5101285591856706,0.9175262279892998,0.5959091791193718,0.37812602403329054,3.4810718153079254e-10,123.82673182821887
167,0.4703760745830683,99.1526412846922,2.5069339345965336,0.6548825933629926,0.6548553825060348,1.6576006381212052,2.1784567769622534e-10,157.5228653507654
168,0.4637852408713445,98.22747792026745,3.1953852345403755,0.6679217493335098,0.669435925124318,1.084322517517477,0.0037194163213345173,181.384495189967
169,0.4692625710036843,99.99999999999956,2.543876737376804,0.661744611453549,0.6616768818939995,1.3797738183279442,9.619912919195658e-13,193.1876995999284
170,0.4577462047237929,97.56776538917649,3.3378816870052685,0.6087836207947821,0.8572589694500341,0.434209081332998,2.0224579951332302e-11,178.2411244529418
171,0.4617360350378409,96.32348068368404,2.9978982935627303,0.7680783193582329,0.6904415208991875,0.4824310127305453,0.025674746600468853,246.801274916718
172,0.4696941309815444,99.6097923388058,2.3816666401460487,0.665950530352746,0.6659557436099134,0.940317698248754,1.8473260354796644e-10,204.42851650999216
173,0.4696321428846752,99.2478598349456,2.618026285093773,0.6744363508485121,0.6744475406106756,0.6378641649392846,5.484509737475922e-10,93.5356705395461
174,0.4730092949818089,100.0,2.481219706156254,0.7946264452360116,0.7947269081488055,0.13544918680483614,3.2166584140249907e-12,158.93564519973262
175,0.4685077688820639,98.51234969921178,2.5837507192261127,0.6042350206498226,0.8479530393862548,0.45309804142540694,1.3445431682261586e-09,205.75236670514644
176,0.4705562174788079,100.0,2.4422977506250967,0.8358401494898983,0.6228604816695918,0.35962066881103316,1.7373468813227745e-09,81.74746895384114
177,0.4707869139518002,97.46179262265537,2.6824076213032937,0.8711819161949664,0.6305971091545254,0.3046049887555344,2.543790346621187e-11,133.47714071986704
178,0.4642972674198848,96.725682674525,2.984591853103697,0.655504070168558,0.6554130548595186,1.9336204947397988,1.2585039876697977e-10,205.87076620535092
179,0.4742988075300943,99.00957739524976,2.281431991420212,0.7933008404807078,0.6017288120960803,0.7340910201595864,1.1462117945013981e-07,74.5977931317097
180,0.4687226275342253,96.4123178858756,2.671502114006709,0.8474953752337305,0.6099391391417288,0.46117368095599515,1.0101680458012559e-09,122.60782712847518
181,0.4744469648533642,100.0,2.357499295787915,0.597174378828988,0.8014649405183235,0.7070280011143062,3.948784553196508e-08,155.76498720726397
182,0.47056682242324,100.0,2.4293541273688213,0.8785657344688028,0.5993811830275179,0.4600932166010661,4.536686887574408e-09,148.88341638138073
183,0.4755542237050718,100.0,2.462687935872232,0.6670890451738533,0.6670981860592018,1.0913174706347395,1.6471244383553724e-10,116.23075375339538
184,0.481458233877481,99.99999999999925,2.102386955795157,0.8565298772898721,0.5985090726775346,0.4522977652547976,5.33118951155635e-10,101.8498362980854
185,0.4727955379741042,100.0,2.285754731290574,0.8031725777287267,0.6379284191177897,0.40541410895695884,8.34888929023129e-10,253.89998640109704
186,0.4710982073393716,96.81362702372222,2.6011034805800843,0.9661959581026716,0.597260733396722,0.3352154660035919,1.2004288963561432e-08,108.17016452956703
187,0.4661604940544638,98.06553976370348,2.541665146884389,0.838948035523388,0.5946958360944894,0.5319453011943814,5.7510053071933526e-09,101.48599789245064
188,0.4733081882654847,100.0,2.3236962147306257,0.7745436413287312,0.7745927735451955,0.15735908116581285,3.099993448133805e-12,76.65547934882963
189,0.472453132788008,100.0,2.460685647105349,0.9752515773947272,0.5884249629019634,0.35703480649453634,7.674055018306123e-11,161.59462370373427
190,0.4600253078617691,95.82451179037427,3.731052788444771,0.6826754358468049,0.6826689113886566,0.6410617420748116,1.7065212889243453e-10,183.44671860600974
191,0.4700492431733735,100.0,2.6051015412388825,0.7957951827915216,0.6365331024024459,0.39135490465290673,2.865550222537162e-09,180.54147946511878
192,0.4654308567890916,98.43036605396324,3.008109409038253,0.6617846525183807,0.6617656989566713,1.32700534954421,1.5717480412293046e-11,190.15767595407138
