,r,K,v,alpha,d_A,beta,SSR
0,0.4720442146773021,98.22257905907536,2.415577567320545,0.7222127782219976,0.6023731557486125,0.024864074476964967,139.64947821155957
1,0.4645003880998737,96.40333802478362,2.928977053917412,0.7059530010685415,0.6680947384001051,0.01714932363357077,238.42437307109137
2,0.4721019131106106,100.0,2.425886361627502,0.7587721330579414,0.2780941359289977,0.02021934272331991,112.92282096791702
3,0.4570839983349986,95.2797749361524,3.685668248375325,0.6606859058333879,1.060134386567404,9.207400835487792e-18,85.18112679540792
4,0.4656875795856864,99.42996866711142,2.508053987048803,0.7764049971694157,0.15598641732177282,3.6278282106940475e-14,63.247651609529626
5,0.4683429814298771,100.0,2.5585847665560677,0.6901589700303669,1.1399989998761832,0.016057047285827318,131.2631534243787
6,0.4758505858685691,100.0,2.276333127748173,0.6664702311426173,1.170942336339393,9.104702230480575e-18,87.00424647324687
7,0.4631011665228831,100.0,2.675939694325587,0.726384777778061,0.2540589790007164,1.280348060841961e-11,161.08916785793707
8,0.4620525854794178,92.0258595175584,3.776682514416609,0.6556390498096251,1.6256165562326037,3.982617759476507e-19,143.3143545190029
9,0.4689215560667329,95.96483684797154,2.852907688513959,0.6466564383740661,3.0089470962114335,5.43979850501272e-22,138.90202736970113
10,0.4761389831540397,100.0,2.258309521662896,0.6704324838555558,0.8427858188364494,3.383036124522713e-19,127.00414221951414
11,0.4624388829277491,100.0,2.732722204586215,0.7680377165446418,0.236727407657594,0.018302587244054945,81.67260403189323
12,0.4613467843859296,99.694177209216,2.818405287741367,0.6719120595191959,1.1091027771945088,0.005813022390468239,68.50438253841108
13,0.4692421474579364,95.9920107038811,2.615806843615404,0.7234827651778788,0.5349399087098343,0.023204179303585995,116.7575529776637
14,0.4712828504124954,94.37391314900854,2.9159167285323857,0.8095677065658713,0.12075938787961572,1.2505545211218396e-13,103.37278379535942
15,0.4728286277839466,99.95872381724942,2.3127634509113038,0.7939857633605165,0.12487516193136637,1.274648454419819e-13,224.7611416518856
16,0.4666974450691317,92.62681920922488,3.2273135049112,0.6617338754076466,1.273545473760578,2.360077433691097e-12,98.96445491375478
17,0.4832690550122809,99.99999999999996,2.092459095930765,0.7053532166109692,0.3855478664157861,0.00437938051553839,137.47554713901764
18,0.4635744823251297,94.64706433937194,3.682541343567079,0.719332284808825,0.5483915583768221,0.025964466291528487,58.36185302943005
19,0.4739528448319998,100.0,2.466823409784886,0.8144424770084472,0.12704496939357393,0.012320109834915969,163.18385701318064
20,0.4697541053064941,98.27768773697564,2.7392548498646665,0.7037751064146233,0.5470760523486924,0.011854081711906467,229.79083224910832
21,0.4561409223263801,97.09116194679444,3.4503634062321327,0.6641987823805943,1.8512068597413611,0.004971839048737925,171.13184106434113
22,0.4768053147307802,98.56843558103172,2.5024373901045065,0.7662253781552606,0.27431669159514016,0.02458586011454663,99.97886528536759
23,0.473098382958961,98.19717713515772,2.772407330845916,0.6555648955036757,1.616191921293334,1.305696754422029e-15,153.50805358065102
24,0.4625193636940961,99.99999999999744,3.00299822791604,0.6498407947978829,2.5807820520829066,9.341613383078878e-18,117.21162702526343
25,0.4578454869654081,98.19630160594878,2.799131801648848,0.7096595332960869,0.6020955844781047,0.017121383172860077,169.54049740450807
26,0.4722252112551617,99.61142004506976,2.6996003385990277,0.8138318465558545,0.12271546828822257,0.0031879578945792288,296.9755533815793
27,0.4737897740374069,100.0,2.303144138939212,0.7458283744360044,0.35580232568673353,0.02402236430817465,105.42150969547652
28,0.4789747397714633,100.0,2.2822414641150437,0.7118689585570463,0.5462864338947825,0.018208343320639316,54.37317837381868
29,0.4639374415250288,99.99999999999996,2.887908334943611,0.6596815474273674,1.9795568991218648,0.007574457493414751,84.71845697851704
30,0.4654701027807116,98.08179946267649,2.6485956155651595,0.6496190203515214,2.0401845779044354,2.4105637962542325e-13,165.68786669216547
31,0.4645808693706165,97.734569422554,2.9146581434758727,0.6515009136941006,1.6549631953776023,5.004414341785288e-16,109.12774955842463
32,0.4660739101024871,96.48181819287302,2.71840633971038,0.7352210154043496,0.5567754765706701,0.029559074739485935,130.7991163221458
33,0.4759832673796938,100.0,2.5374376267223417,0.8192374143561542,0.10707317927933926,2.5904950587442174e-14,163.43979272014295
34,0.4759269648537797,98.4793764745931,2.510255742210668,0.6767248897003599,0.6553921405938857,0.002282051843249892,42.24916907689615
35,0.4787834411830204,98.9629897580012,2.279871738248205,0.7726425051445588,0.1824656631347237,0.0038381949609437313,132.53293603105536
36,0.4777135580568609,97.98015848868332,2.32846969345158,0.7154532471777555,0.4760386709215566,0.015395886273117144,73.28801419118842
37,0.468590914204302,95.94273091724313,2.8456371330790566,0.6587302908714038,1.1165872385143198,6.31553208062743e-18,83.58311029691298
38,0.4672928317014875,100.0,2.585563740966233,0.7115275039967431,0.5524322463554976,0.01607816253413271,76.43676295372114
39,0.4706980019356994,100.0,2.631380175989693,0.6619153908502475,1.3106937945065145,0.004136003915535725,189.70818754248305
40,0.4586820137346747,93.2439131071428,3.5734890952089016,0.654873865402887,2.033937408678841,8.004603380968474e-16,144.11094612843746
41,0.4719400352370769,100.0,2.494954180510699,0.7137232221742612,0.3873896331553747,0.010203704450181476,166.09699862443256
42,0.4755225899857789,99.99121214746572,2.4377682799960634,0.7262611144436445,0.39557697179091494,0.018445336155603006,105.15345387797625
43,0.4646716863888112,98.20382300551992,2.77295615591481,0.7471556906270032,0.4693555297293428,0.03627144575741688,140.0658407962725
44,0.4675616971879019,100.0,2.4195667868627653,0.7371021899129947,0.387559517023133,0.021738912372669325,102.1942259154713
