,r,SSR
0,1.1255964968813443,747.8474363580917
1,1.0697967806878792,1077.0103479974855
2,1.1513705212374377,780.5400183761698
3,1.1104271692110321,797.2769350939848
4,1.1284440480416076,1874.0032382236095
5,1.0432661637554645,1254.6325834413008
6,1.1424384690573883,1189.7703589039927
7,1.122637781847868,2834.3284658939497
8,1.1151022848956111,1238.2278408064788
9,1.1531257765163383,2201.9132881923447
10,1.07890438697183,1485.8740968762468
11,1.0976297838551734,1584.6355404586948
12,1.1369760908520972,1483.3196313132896
13,1.0911296262594026,4078.6487114629676
14,1.0399268209135526,654.3823708857807
15,1.1611272715510663,2210.074010931283
16,1.1172427214439087,2026.8825992290067
17,1.0731216599479638,445.290501729873
18,1.0006119175572885,1716.6078168479726
19,1.1986740177752127,3612.005326443088
20,1.0519600619412197,1364.2960325216877
21,1.0531511263991038,2482.3793619720964
22,1.1722515480615505,1633.2342654853264
23,1.0963150014990681,1834.1628382908727
24,1.1592257758554787,1480.156298261476
25,1.006805244211184,1688.6463734427634
26,1.1625794456800131,1385.6710737999858
27,1.0819925275909135,1064.8417194711164
28,1.1210451547009077,2413.754766356137
29,1.1713213291273674,1733.1932736402732
30,1.1754433053393407,1592.3907281621857
31,1.0585486559103907,1830.79346873164
32,1.0249785102450795,1647.829961979195
33,1.019008932945439,2457.172673596144
34,1.08742758505318,1273.9816178407652
35,1.0774988365531655,1058.439055087691
36,1.0591240094948209,1098.0958542395574
37,1.0852640471746982,2380.49254900302
38,1.1395830040620776,2024.7328982216409
39,1.1000452143126729,1258.875356751179
40,1.1721261024133849,1350.6119576635724
41,1.1683154919618763,1723.320394753841
42,1.165256557693938,968.6173519662844
43,1.0528344639052354,4028.3647935741405
44,1.16850688271689,1977.803732889027
45,1.0590911061288835,1826.21050431435
46,1.0864460073189612,2257.013889205853
47,1.120042968074362,848.7960080628043
48,1.1451319018758659,1364.7869383481348
49,1.0579679238201796,3303.542397035263
50,1.1215104956024868,3335.566274467603
51,1.107818919736514,2623.2362801977183
52,1.1117041872519215,3692.4913292771034
53,1.1215735507053937,1402.580660794686
54,1.2305415716037635,441.249603616774
55,1.1128275811060306,1467.5280012464743
56,1.120622471050727,1538.0704880731532
57,1.074986488564537,1042.3480312862962
58,1.1333014365965746,1203.3543236746418
59,1.0887669772069013,1113.1313931257948
60,1.158522329901947,2009.1792381267442
61,1.125587857790393,685.2997001979631
62,1.1930288104758364,903.5278203733217
63,1.121503015691286,1824.358546031813
64,1.1563091587496852,1164.6005825273207
65,1.1783242252737454,788.0844011968222
66,1.1664607336917971,2773.1549769600742
67,1.1099134320666109,1589.8489929106242
68,1.1448709982841552,1419.8345718265823
69,1.104085476872148,2202.8082357243316
70,1.1311592813077818,1078.5735080149668
71,1.1165010080671391,2346.145084303149
72,1.109239913546093,4105.221492716564
73,1.1722393904962891,824.5840029962213
74,1.0956462303273145,797.8001704427309
75,1.064679139494963,4667.204053497917
76,1.0963719614980862,3322.693386480287
77,1.1562207984892618,1934.5806428979429
78,1.080540644549113,817.2035201138424
79,1.1366386049720463,1421.3884798077845
80,1.107604114900933,2013.2998144876667
81,1.1424912819219677,2589.2773600829823
82,1.0962449457447903,2998.1582297960927
83,1.0431767718216616,1521.5652297515844
84,1.0732875882148216,1810.2609342228404
85,1.0309196218304,1634.6694454778194
86,1.018241033527054,1091.6691590255969
87,1.0206268559296674,2354.028829918102
88,1.1265021611418764,2500.3483991765115
89,1.0514039774379154,2177.072247412364
90,1.1020008474342429,1148.5244625495868
91,1.0958114573334021,699.2223968173514
92,1.0900534336813466,229.05611494262382
93,1.099529782568353,3067.5287953276356
94,1.1589862615555258,3377.0666012198985
95,1.1798172275537724,2691.8065115759905
96,1.099064268493138,4796.1592933815045
97,1.0908675697074408,3093.412494833664
98,1.1098994565983673,2338.835683719259
99,1.0042627918023843,1271.7191810611628
100,1.1026712777772827,2206.597604453428
101,1.1236094220269905,773.5465413039931
102,1.091487345649045,4856.693493790163
103,1.1439079889312869,2942.9456220855977
104,0.9907455200681246,1762.3576375200262
105,1.1563706013520378,4155.434536975981
106,1.0610776862130864,470.14584108461
107,1.1574568263675562,2752.088927342688
108,1.1763961443896853,1422.3477940164094
109,1.1309173148008154,1043.3573932826735
110,1.1551899771630203,3096.637072301954
111,1.0863968723398136,1971.1308003462634
112,1.1424692100511893,1620.408257256133
113,0.9886114821265513,1346.0525821065205
114,1.1542286894332678,1688.0971430188806
115,1.059848787735738,1422.882832937589
116,1.1001023132792254,1411.4339745752397
117,1.1159840759661674,2100.199176007426
118,1.0714597893174858,3013.6617963339786
119,0.9876020572105928,833.4588812533264
120,1.1591175488480217,2406.2974524364654
121,1.1236155661965086,1006.8926821731491
122,1.1257210964093505,1531.3555953691118
123,1.1122684306997608,1937.7390148116353
124,1.1581521616536163,2245.6969487372853
125,1.1999740159390329,2099.6742637524626
126,1.1233158987105214,1591.5131700254155
127,1.101150591576689,1079.0116964492902
128,1.1364639899724231,4045.891825885694
129,1.1931621467413862,1611.253533749547
130,1.194548904568126,4254.375319436532
131,1.1249391177233463,3294.56176017554
132,1.0635987524069939,1702.192161640781
133,1.1782428757961378,2211.8357610852718
134,1.0746438755097218,2535.355720441828
135,1.149062492164673,531.0520825880944
136,1.1130344095250362,2244.7719277377482
137,1.0730700442104195,3577.796736859945
138,1.1503294729010858,1130.905252760072
139,1.1223523849006658,1575.79488384267
140,1.1682826625209457,894.8713373430556
141,1.1703272075525002,3620.5762764341616
142,1.1287089040829774,2779.007581475694
143,1.0964697524315608,1415.2954248791557
144,1.0107050780609166,634.7463429637755
145,1.15461124238422,1485.305167141038
146,1.138519501736607,1151.8414610927666
147,1.1453650582536967,1375.975124633873
148,1.1019915140002694,2030.28623633201
149,1.089733493180798,656.2893423539131
150,1.1580998280487815,2440.404360562715
151,1.083231376361674,1249.0390094698787
152,1.0691083086159443,4432.625641079584
153,1.0640358533174639,591.8761090474865
154,1.15511080683869,2788.094057102737
155,1.077428774416991,2384.7604560015857
156,1.0991338128411907,1493.1008576068318
157,1.021578137208744,3283.828308717241
158,1.1093648863416588,1271.6643581481917
159,1.1186119885467052,2504.103582253319
160,1.1018293565579795,1350.6660560785474
161,1.0709260593202128,1172.3585318187372
162,1.0579527885022022,1062.2206331618881
163,1.1576849832801708,1427.5950592972865
164,1.096325627604587,1660.7105915264692
165,1.1511341554358148,1626.555391694284
166,0.9833772748256256,2848.50061972302
167,1.1312856203282124,1100.7192997630602
168,1.1208671424848948,933.6778665956335
169,1.0263744434818194,602.8706710307575
170,1.1451762449813523,1788.17511135122
171,1.0553212321459648,821.3358924226535
172,1.1597927404512416,1672.460588700371
173,1.1288744489397695,1524.593993396681
174,1.1286113736258312,1579.9872258391572
175,1.1161980081690794,1700.1468881021244
176,1.0805561229830454,3070.6121498759594
177,1.0688108613808143,2292.006574949377
178,1.1848263880446648,2196.8329769390853
179,1.1551769741102507,807.6698963035124
180,1.1241505356891783,1933.8727613936078
181,1.0796152115606528,918.8390897218957
182,1.1096137741077037,2444.6726878916393
183,1.1422435642826407,942.6623955640449
184,1.1235947060861504,1648.0189696756045
185,1.2384925777273006,793.7783589751664
186,1.1100946361177562,202.48047725171162
187,1.1225277628219075,1843.3487277202335
188,1.1398311575278146,2028.2321895287423
189,1.143372888085443,1374.064162741132
190,1.0277044684874037,2481.378525217019
191,1.093471200248878,2250.5672130818616
192,1.1965472681820781,1395.6727705948938
193,1.0282392377196694,1659.4607355251976
194,1.129568082236997,2219.571468553909
195,1.1746531576605035,1814.4679995133329
196,1.1189059738560674,1093.6715240923422
197,1.017088009576686,692.8260299851074
198,1.0624382044785703,905.8128220420116
199,1.0201015647726654,2438.0791382307707
200,1.2085781704981697,2445.071135837698
201,1.13302866322827,1479.0188379945164
202,1.0897624426918486,1154.8582004643663
203,1.0924718503164543,176.24126144618288
204,1.1571420669143837,1714.2323573268845
205,1.129331157220418,742.5579272438342
206,1.1254840982311893,1397.3524587490192
207,1.1485284164258966,1527.121953882461
208,1.1359605323886075,1497.376025987991
209,1.1280706158827962,1057.076512755786
210,1.0799182720561107,1253.2907379100666
211,1.1411678707627664,1886.9946206439688
212,0.9883518151726498,776.7890886684921
213,1.119787435408845,1329.7658389371322
214,1.1204097347724526,2433.7003666282785
215,1.1471176325759456,473.757649773035
216,1.0713856509469368,1082.8272719057045
217,1.055829013990679,1473.0806622178222
218,1.11612982132837,842.3429726319114
219,1.1702122418847338,3298.0240537982318
220,1.051659794332211,1263.218143430979
221,1.15784606957343,1173.7127266846887
222,1.20159533483708,1791.8447065500218
223,1.160269677223142,1310.8015290273495
224,1.1939935661900458,2423.457397972342
225,1.1184193703134735,2427.046721222441
226,1.0887700431856218,2024.7428546559493
227,1.0947882731033267,2276.598839191258
228,1.1655645982310658,975.5861189677888
229,1.1021116469891152,1714.6956176653719
230,1.1646112792326058,938.292881201081
231,1.0973363362644524,2473.402219519137
232,1.0935227413848212,1074.6738654783499
233,1.063752092019102,1466.631681833537
234,1.18937162898221,2285.140976999572
235,1.1372763704302777,668.2247744277885
236,1.0989337111497999,1275.8544427994009
237,1.0851099038096756,586.2301104654142
238,1.158816413337669,1284.1201270914228
239,1.1769952104760717,810.2135685869882
240,1.0509516599438564,1840.022738764802
241,1.12347938361322,551.3891639387381
242,1.152441456467633,1593.1522514876233
243,1.0900949314118644,1146.3081290553935
244,1.1401652535933489,669.4118106413887
245,1.0468122983235444,1851.2439861495543
246,1.0417720636453804,1326.1740231872311
247,1.1062305900850227,431.0050838230079
248,1.0721232496411606,2169.386090318526
249,1.0697603260335151,1292.5241491270037
