,r,K,v,SSR
0,0.7886251784645991,98.49337405893252,0.8757313799381046,8.773403363797883
1,0.7668292665203443,99.8820355123767,0.8956070090155754,9.316318350126929
2,0.6996559823665527,99.99999999999999,1.134541510807172,17.160745048713956
3,0.7166287197553831,99.63346881680077,1.04925167292539,8.330589063627272
4,0.7171627477867026,99.99999999999908,1.0222514502411804,12.056828100725408
5,0.7061172696532456,99.99999999999999,1.04759338791027,7.0224876618054735
6,0.7013770778723044,99.99999999999999,1.0248599995849876,9.612337266130105
7,0.6802636968153682,98.76099878973947,1.1477643714503551,14.646581908788836
8,0.7863317389233548,99.99999999999908,0.8857173972098216,11.6228997843416
9,0.7280389919421171,99.99999999999999,0.9962978912918145,18.91620985245772
10,0.6616441457610373,96.23475725700327,1.361251554163365,16.46702724632631
11,0.7005517591456456,99.99999999999999,1.1339951571397617,17.56717301467032
12,0.704571923774756,99.99999999999999,1.066990484108319,13.788028093236866
13,0.7337287142297981,99.99999999999993,0.9922416328024215,11.146493501271374
14,0.7081368428219211,97.86756722478627,1.1265157896338063,5.4572424923511536
15,0.7937637624637907,99.99999999999999,0.8554518910259764,8.676213936655719
16,0.7189472127146808,99.99999999999999,1.0439639479123135,20.209048139758202
17,0.766315047377618,99.99999999999999,0.9284774289977882,21.978616804515948
18,0.6931960378139007,99.09072157805879,1.127256169168889,22.54062721961069
19,0.7760312788195014,99.99999999999999,0.8742337403607057,34.49569549047526
20,0.6916392393456199,99.99999999999999,1.107036156235438,5.239731860439757
21,0.6992526741345485,99.1026856844008,1.092385184013258,3.36614366038597
22,0.6587879880292731,98.87661998842292,1.2570364812037678,9.59765704418267
23,0.7091552754200195,99.99999999999999,1.0789937003699168,4.675167455783082
24,0.6637995851575941,99.99999999999999,1.1977643652979257,5.421916572847796
25,0.6575640049961121,99.99999999999999,1.2887460158817101,29.639489323908435
26,0.7265985868410695,97.3832801165599,1.069226989798771,12.09071194488953
27,0.7328452677634901,99.99999999999999,0.998264121124414,22.258480738883808
28,0.6902061334840182,99.44828716711427,1.1491360858141257,5.0395670359943265
29,0.7047612819364415,99.99999999999999,1.0900326975869437,17.92303544323162
30,0.6671615570362154,99.05924028216614,1.251540878721032,15.834769962455754
31,0.7484526552232343,99.94667396393177,0.9444935956260193,3.7001542080288696
32,0.6990282995224818,99.20777956330207,1.131275657253366,3.1066595151046013
33,0.798716698518331,99.99999999999146,0.8539598093529226,5.3794013389521425
34,0.6768188893698855,98.6921084866811,1.172844339790656,18.567774721606725
35,0.7229919173784246,99.94854940543202,1.0143212172893266,19.808004707660356
36,0.7106656997603571,99.31244297551393,1.0544464078410625,12.062371709480919
37,0.7038429957176794,97.68797763047898,1.1323454013087786,17.56185672011214
38,0.6822203043621251,99.19641518755809,1.17024371207823,3.867088104206524
39,0.7065131066430729,97.52560523690774,1.1583080357120512,6.359672540355031
40,0.6801441808495197,96.27375475386756,1.2651874695492267,1.3410544305723788
41,0.710652867532654,99.99999999999999,1.0717038754203598,16.15625515038681
42,0.749440817877252,98.43192655880891,0.9640689567490075,11.894309047522524
43,0.7835633866087316,99.99999999999999,0.8803017683997263,11.339103579835987
44,0.6626717199321923,99.99999999999999,1.2388124288230569,7.244208033898966
45,0.687690202133144,99.99999999999952,1.1238035995008127,16.77226576995905
46,0.7342587062814576,98.70494769154273,1.0278558156206448,6.734360063685704
47,0.6871994053962623,99.99999999999999,1.0978821449996816,7.688716293891751
48,0.7482118644767888,99.99999999999999,0.9714193590469563,12.503457133758035
49,0.6716581529820541,99.99999999999993,1.1992272390439311,7.834035870466968
50,0.7324104416258727,99.974795166151,0.9870882240965582,13.178930189035045
51,0.7330455243533469,99.99999999999999,1.0032087800886218,13.360797421580168
52,0.7244973204896074,98.2915037277176,1.0676489490602474,12.322201584877588
53,0.7028408928714072,99.99999999999999,1.1120307426625837,15.19047068911863
54,0.7242223591872394,99.13599110013017,1.0376347623659947,16.4844632581243
55,0.7197206466560242,99.99999999999999,1.0344218720984069,11.92018407884343
56,0.7614215755635287,99.99999999999999,0.9180006102720601,29.84291692056403
57,0.695611280206158,99.6681967732411,1.131089148477241,10.110287716465338
58,0.7036890862118516,99.99999999999692,1.0559484434673752,7.464951416749352
59,0.7405119613888581,99.99999999999999,0.9871690022540767,11.77840861738387
60,0.7403953361838438,99.99999999999999,0.9722319377062273,13.915661869896677
61,0.6876567307158815,99.99999999999999,1.1439713729710321,12.71823005032054
62,0.7282475033078248,99.67901433110612,1.0384937025673928,11.938855204353224
63,0.7310588412035892,99.99999999999999,0.9952635513316803,3.7272406728828082
64,0.7208239413276288,99.99999999999963,1.0190719063134355,8.623181209990749
65,0.7775827063358086,99.99999999999999,0.8788798502873352,17.79157814783233
66,0.74600801174556,99.99999999999999,0.9445797630736531,14.861685283416264
67,0.6668788905363421,98.01530706905353,1.3059435415024858,5.252663919905684
68,0.7210760260295654,99.1910828228807,1.0489942872424824,4.08630919810915
69,0.7533089813249373,99.99999999999999,0.9431932470133637,10.09810080287026
70,0.731970778742425,98.01623858555728,1.0287285783046267,13.013824201552406
