,r,K,v,d_A,beta,gamma,alpha,SSR
0,0.7886251784645991,98.49337405893252,0.8757313799381046,0.11794161583228566,5.44433194993391e-06,3.9999998361774516,0.7053468772147765,221.406641589957
1,0.7668292665203443,99.8820355123767,0.8956070090155754,0.655996832402804,0.17987502100046782,0.924720872473132,0.9999999947654867,232.10135054005394
2,0.6996559823665527,100.0,1.134541510807172,0.11854698214793179,0.04645735016815615,3.999996972918008,0.7353005752969507,241.545351983887
3,0.7166287197553831,99.63346881680076,1.04925167292539,0.6292236184872851,0.12417322696275093,1.1719108871903001,0.7591414428659711,76.81430176920678
4,0.7171627477867026,99.99999999999908,1.0222514502411804,0.09757019153554582,0.16943034243279317,3.9999999981294576,0.9404235352697189,240.88518592068368
5,0.7061172696532456,100.0,1.04759338791027,3.9999999997429234,0.05409271740314081,0.7035396082952124,0.7000384499714214,213.99845870288092
6,0.7013770778723044,100.0,1.0248599995849876,0.3714041847218364,6.853948362539326e-11,1.7167197968910073,0.6055742519492587,214.0477103618506
7,0.6802636968153682,98.76099878973947,1.1477643714503551,0.08379540975283029,0.030474864107167966,3.999999999992604,0.8459905304715283,171.92385347216825
8,0.7863317389233548,99.99999999999908,0.8857173972098216,0.4300452209301538,0.06381314490953126,3.9999999999388276,0.5933481753943893,213.0910021967941
9,0.7280389919421171,100.0,0.9962978912918145,0.37025974816524554,4.023746501818147e-12,3.9999999999999987,0.5647795898674691,295.3488019616061
10,0.6616441457610373,96.23475725700328,1.361251554163365,0.1192088197756502,0.18089016784073753,3.9999999999195697,0.9129788961121647,198.7865425366106
11,0.7005517591456456,100.0,1.1339951571397615,1.0997628298703601,0.04846284824344758,0.612135212717948,0.9999999832332915,117.52242076242159
12,0.704571923774756,100.0,1.066990484108319,0.3225384026766673,7.100182973580797e-15,2.6939543183333106,0.5825477892367967,231.0795707386971
13,0.7337287142297981,99.99999999999991,0.9922416328024216,0.3653241973688463,1.2885700697594972e-10,2.3324549787349578,0.5844168590479804,150.44575548609956
14,0.7081368428219211,97.86756722478628,1.1265157896338065,1.4355954234093302,0.12733135533451634,0.7000377803679678,0.9999999973894861,501.1533837831346
15,0.7937637624637907,100.0,0.8554518910259764,0.7367662808715201,0.012847362808797202,0.6177393929230728,0.9293233205833861,61.531934672383166
16,0.7189472127146808,100.0,1.0439639479123135,0.12906944169323306,9.005466627187742e-12,3.4288700375857903,0.6883359535574689,141.2949930039738
17,0.766315047377618,100.0,0.9284774289977882,0.33901866665771385,0.12371929050333638,1.1252048548492468,0.999999999999997,158.84032542039154
18,0.6931960378139007,99.0907215780588,1.127256169168889,0.14617108697909906,0.28687712079866995,3.9999999608982075,0.8475526397499128,81.20731580800296
19,0.7760312788195014,100.0,0.8742337403607057,0.11786059082460215,0.08566770615070028,2.488026528874528,0.8413985270282658,147.53764498079326
20,0.6916392393456199,100.0,1.107036156235438,0.18716777312210686,0.1235405881040579,3.999999720251561,0.6912625471471773,145.92454353139416
21,0.6992526741345485,99.1026856844008,1.092385184013258,0.14461187154201707,0.2788085280265964,3.999999498560802,0.9027184330752765,278.46543611067295
22,0.6587879880292731,98.87661998842292,1.2570364812037678,3.5802004345211658,9.693030080834691e-34,0.719896667774669,0.617003166587445,156.77238589139856
23,0.7091552754200195,100.0,1.0789937003699168,1.0926472697672287,9.367370180540121e-11,1.0048056744755944,0.5610229118032117,298.84499074372627
24,0.6637995851575941,100.0,1.1977643652979255,0.325902698537683,0.1877278722130101,3.5866983044564074,0.6347690304222248,122.80108185208876
25,0.6575640049961121,100.0,1.28874601588171,0.33893497648974513,0.2474551950862842,3.999999486520258,0.6508879494118356,150.0103536848789
26,0.7265985868410695,97.3832801165599,1.069226989798771,0.59268528705096,1.1727936494738449e-12,3.927145755367631,0.5214325478681245,162.9766108099454
27,0.7328452677634901,100.0,0.998264121124414,0.580167841008919,0.12171042814184257,1.3751971796453353,0.6699879917302706,195.06903311123773
28,0.6902061334840182,99.44828716711427,1.1491360858141255,0.08804288344874119,0.008192413172890678,3.1239218858212343,0.8578462778722579,328.5219869437443
29,0.7047612819364415,100.0,1.0900326975869437,0.1550287194700456,3.0192163232648603e-07,1.9723187243975078,0.7247007156922322,508.2123873441502
30,0.6671615570362154,99.05924028216614,1.251540878721032,0.124712886531025,0.2839466900961318,3.9999995946538434,0.9304694702881996,137.45648159578428
31,0.7484526552232343,99.94667396393176,0.9444935956260192,0.0882758463294257,0.1675053889993272,3.9999999999914415,0.9937853979837417,167.05343980437283
32,0.6990282995224818,99.20777956330208,1.131275657253366,0.19705140479540673,0.1688528116154025,1.6144257393990975,0.9999999999999528,105.13914944082617
33,0.798716698518331,99.99999999999146,0.8539598093529226,0.11467542443141499,0.1678677599931466,3.999999388697976,0.8492877886930519,52.63947345631897
34,0.6768188893698855,98.6921084866811,1.172844339790656,0.8532889725332172,2.5850381019211156e-10,0.9288649238751796,0.601174400620704,212.08621943700444
35,0.7229919173784246,99.94854940543202,1.0143212172893266,1.0948803013803157,1.0240005769833079e-07,1.4445804480744424,0.5340164555940667,276.5511316142029
36,0.7106656997603571,99.31244297551392,1.0544464078410625,0.08847717648256131,0.07863103199907868,3.9999999999051368,0.8769325729406936,129.09163789344524
