,r,K,v,alpha0,alpha1,d_A,beta,SSR
0,0.7886251784645991,98.49337405893252,0.8757313799381046,0.6610935974195749,0.6610251692359611,2.114213796086299,1.127912248528505e-37,223.73817113854233
1,0.7668292665203443,99.8820355123767,0.8956070090155754,0.9999999994911555,0.602929471449115,0.7390064831319261,0.03547599341698306,231.5710420393676
2,0.6996559823665527,100.0,1.134541510807172,0.8407890572054991,0.8406555172931589,0.11201525068734298,4.841020835729005e-11,232.42440479499754
3,0.7166287197553831,99.63346881680076,1.04925167292539,0.9999999999104489,0.5727008131030775,0.7677862930783002,1.9715703500715583e-10,80.73123351832903
4,0.7171627477867026,99.99999999999908,1.0222514502411804,0.6898633207873061,0.6924113059395355,3.9999999990601953,0.02543453340373687,238.90294064020068
5,0.7061172696532456,100.0,1.04759338791027,0.5388556191529487,0.9061519868239023,3.9999999999999996,2.4778211463148996e-11,201.13800535044706
6,0.7013770778723044,100.0,1.0248599995849876,0.6833598115261905,0.6835780787857003,1.3097383467145314,0.0013555431776828626,220.0966528136496
7,0.6802636968153682,98.76099878973947,1.1477643714503551,0.6706538103577886,0.6711731192039164,3.999999998826017,0.006328921216187448,169.55943861639534
8,0.7863317389233548,99.99999999999908,0.8857173972098216,0.7072109661793191,0.7101427638538296,3.9999516292533763,0.03027083588689667,210.603666767096
9,0.7280389919421171,100.0,0.9962978912918145,0.6816096604776841,0.6831951776450734,3.9998970856395384,0.020196255636032435,290.79791420334834
10,0.6616441457610373,96.23475725700328,1.361251554163365,0.8686935862418944,0.999999856328565,0.11582867087959298,0.04823622533909338,186.87706136617192
11,0.7005517591456456,100.0,1.1339951571397615,0.5467516879017931,0.9999999999999998,0.9119034408035199,1.951312844448536e-12,134.77049715407654
12,0.704571923774756,100.0,1.066990484108319,0.6979725037358513,0.7043889642651888,1.1790992125397686,0.021859064280906258,229.56923545826206
13,0.7337287142297981,99.99999999999991,0.9922416328024216,0.6867018346433046,0.6890626114294767,1.638259138410075,0.013495834394357267,151.0264908277793
14,0.7081368428219211,97.86756722478628,1.1265157896338065,0.6202796622548241,0.9999994057737415,1.144727986208023,0.08611232580477059,508.5104845201674
15,0.7937637624637907,100.0,0.8554518910259764,0.5997581886095505,0.9136743118244669,0.6310369705892412,2.6911452134543903e-10,96.97266417419372
16,0.7189472127146808,100.0,1.0439639479123135,0.7966351523273782,0.7966223120797589,0.15423466601612382,9.607693456745468e-11,129.7118425176452
17,0.766315047377618,100.0,0.9284774289977882,0.591666695313731,0.9999999998627171,0.5762492321843453,1.0498954883166439e-11,162.2412921921716
18,0.6931960378139007,99.0907215780588,1.127256169168889,0.6675113324840231,0.6692186643001452,3.999999207922112,0.019143591659705042,80.42714730022306
19,0.7760312788195014,100.0,0.8742337403607057,0.9999999999999998,0.6081022283279274,0.3621322578024456,0.0022123402027104393,143.33783855701603
20,0.6916392393456199,100.0,1.107036156235438,0.7335502509519002,0.9999999193541022,0.15740315343927402,0.02348276156907052,143.61573677470895
21,0.6992526741345485,99.1026856844008,1.092385184013258,0.8506575971277636,0.5604368150378828,3.9999999999999996,2.407516676687232e-12,277.10332691137916
22,0.6587879880292731,98.87661998842292,1.2570364812037678,0.7777031691231943,0.9999975040703939,0.16458062599118853,0.04820993417404904,149.8313107191888
