,r,K,SSR
0,0.4147677526068189,99.99999999999999,119.96431168746369
1,0.37878264835290343,97.56632233156854,153.9825601372078
2,0.4303360799365272,97.65410153575903,112.65897386422706
3,0.4482366637403007,94.47100715501958,281.2270899871186
4,0.4115398351444615,99.6493152076366,69.42339850453232
5,0.41302217642665234,99.99999999999996,270.98359733428646
6,0.43141087494842717,94.53596855348754,104.23972700793348
7,0.40754716799636487,99.99999999999991,335.8655918543642
8,0.43046957146694553,87.25664292201222,11.15491359340442
9,0.4174256322148241,99.99999999999999,146.38538416965238
10,0.3886715290151546,99.99999999999999,339.3905045353168
11,0.42518022988352405,99.99999999999999,221.18887772050132
12,0.4181006854823402,96.78570048704907,38.36320589463086
13,0.4130134728834663,99.99999999999979,137.16630496110284
14,0.41249391700552884,95.88335469739127,227.3325307031105
15,0.396261632005326,99.75402422692432,388.2809131062828
16,0.4639533815035489,92.1797381185044,207.15607768014155
17,0.46241130771419836,95.08065382254993,145.25143194465278
18,0.38411910741266714,99.99999999999999,272.5137498415374
19,0.4383558882639197,98.94407476496363,417.4297896057546
20,0.3908114850922151,99.99999999999999,425.3511489071602
21,0.41858862326742385,98.81175118404414,295.7354887740231
22,0.4026401111562583,99.99999999999999,366.6023850154279
23,0.4424094139895938,98.8150921414923,214.12524866202995
24,0.3952612945523369,96.35577807505052,408.2689538038369
25,0.46362815004020325,97.77895867190149,130.0760920879194
26,0.41080528354584417,99.38834701078504,240.93662970478377
27,0.44523339279227814,92.3117211519684,251.25602084783063
28,0.4040011509457213,99.99999999999999,200.59319993891486
29,0.4748937658922547,93.97935934835395,378.34369150476056
30,0.4057614896063913,99.99999999999999,249.8943965919596
31,0.3738915406667404,99.99999999999999,201.61435295436584
32,0.3898151432037621,99.99999999999999,365.9193350303165
33,0.4047108753772405,99.99999999999999,228.5326166176729
34,0.4309817166707906,99.99999999999999,81.54652838563435
35,0.3994248862853597,99.99999999999999,269.7774768229695
36,0.40514713277979164,97.21691581629563,150.50199505064737
37,0.43472086625475753,97.6561047876707,185.78034385526257
38,0.4040400057777655,99.15704468684551,68.68263576646264
39,0.42441284206168894,98.3175972812716,419.22205056202273
40,0.4107617449104734,99.99999999999999,418.60156751220916
41,0.4016357704207461,96.77311677639084,526.9999895624812
42,0.507692955175681,89.85260393195124,87.44963161479505
43,0.4558581063618777,98.06643571393985,243.0502217754662
44,0.43118533225253647,95.52098096509549,368.35910526322056
45,0.39313060558663077,98.91457264262945,309.53078152923445
46,0.4228021689063256,98.58050311702566,349.2546162276411
47,0.39563459757196817,99.78063853417395,279.2522563957688
48,0.4268193042406291,99.99999999999999,539.4791600700757
49,0.4219638028940341,99.99999999999999,71.10501799792206
50,0.5059397398703156,89.85811796690693,483.2089195888782
51,0.43295356358370146,99.99999999999999,197.64712898894047
52,0.4550093555612472,99.99999999999996,152.60818553388236
53,0.44520243904603435,92.73101272424263,211.13040735728288
54,0.47536142405679893,94.54128710646438,172.0554686295435
55,0.40152695013456696,99.99999999999999,143.21645373465054
56,0.438042809114991,96.13319328683903,227.02704767738118
57,0.38818922838193537,99.99999999999999,422.77504213230554
58,0.4137544000898003,99.99999999999999,167.0654600464446
59,0.4289176196666763,99.9999999999999,233.42588198073878
60,0.3884108343696044,99.99999999999999,226.8821374037429
61,0.4342511653207387,97.39984890600114,156.6420859068057
62,0.41165458943637573,99.33571961090587,190.04390333176212
63,0.41481458729530857,99.99999999999999,141.068612216125
64,0.4002878204233002,99.94286244001682,220.2006766075779
65,0.4035144307228211,99.99999999999999,352.2013488039063
66,0.39386029295770286,99.99999999999608,119.10679432392948
67,0.45867404520440774,92.7318178307139,51.935657255907685
68,0.40924395551006965,99.99999999999999,173.08463932911874
69,0.38918784309504306,99.99999999999999,834.9129755022362
70,0.42954940198341535,92.64571240938548,295.9888143353558
71,0.3968725670749954,99.99999999999999,178.4262580490648
72,0.42234329706168044,97.17229181606274,529.275509092946
73,0.45547726325216403,94.23820676465874,594.9264238581626
74,0.41390586237865706,95.06452829389798,285.5979511342679
75,0.4584755918808712,91.59469477211779,143.53094019221373
76,0.48487251254806296,90.75283431208717,198.97005403076582
77,0.40108729122873804,99.99999999999999,336.33721393501776
78,0.3979384023346441,99.99999999999999,568.7312986615558
79,0.40684825863224794,99.99999999999999,531.9286541959887
80,0.376503406277532,98.85328858201184,226.30653462755856
81,0.4048489074529013,94.89278927859307,263.45472581142957
82,0.43853432613305615,92.24125064794741,456.1167892035885
83,0.3965859645137949,99.99999999999746,266.0641337812521
84,0.40750996394295513,97.09874382446992,413.3838545018733
85,0.40530208620116703,99.99999999999999,293.360897584285
86,0.4103641401475476,97.64390439833072,215.7491058122503
87,0.40354842319244605,99.99999999999999,151.88769048425323
88,0.3931118289832138,99.99999999999979,216.60659442625774
89,0.4283077478732203,98.35616403614661,483.794466156181
90,0.4140801954871141,99.85863983457209,690.1799794524891
91,0.43906083461657,94.73927304385347,254.71713426546293
92,0.3852987669631565,99.99999999999999,772.3728716029125
93,0.3658998377786756,99.99999999999953,370.0169723529734
94,0.40204977586547,99.99999999999999,415.9277226266048
95,0.45328277115956594,92.21816236948389,113.62797961809821
96,0.433998038663158,94.64550577650866,279.29840726888756
97,0.49067804685358796,90.45787852805026,317.0861747704985
98,0.38209425246087053,99.99999999999999,1147.0663158413747
99,0.39588814218711715,99.99999999999999,176.350119314779
100,0.39467926461946645,99.99999999999999,414.323486613283
101,0.4325831466821316,93.02602352572221,66.43002105678946
102,0.40185436049006207,99.99999999999999,365.1851277290469
103,0.4064065251304131,99.99999999999999,312.04541284543524
104,0.3999984426126951,99.99999999999991,207.21636201095473
105,0.42544378887008766,96.87887846346683,531.0135014512124
106,0.38197074834611905,99.99999999999999,391.3430767987423
107,0.4310725620948674,99.99999999999986,262.268835964513
108,0.42723174040950485,99.11225633001564,38.578816752051594
109,0.4241321703413219,99.99999999999999,286.1384846091291
110,0.4006480157937858,95.8212608733396,457.8726226928424
111,0.4004136302496946,99.97180628505808,235.92699323266737
112,0.39358836252166446,99.99999999999575,409.7701473706074
113,0.3753675329520652,99.99999999999999,457.5939715632377
114,0.40173125036822466,99.99999999999999,140.0578876707795
115,0.41402958067843565,99.99999999999999,434.2118735348574
